1327909,BOny2-zg8yi,2016-12-30 00:50:33,16
6981088,BRzrhz1hpcW,2017-03-19 05:11:34,38
6981088,BRzIop4B3ne,2017-03-19 00:06:40,Error-3
6981088,BQJzT_6ghHq,2017-02-06 02:20:05,26
6981088,BP2ia9RlOP4,2017-01-29 14:46:55,41
6981088,BO_YsxLg2IP,2017-01-08 04:43:45,34
6981088,BN3gmR6g8OB,2016-12-11 06:47:27,Error-3
6981088,BLkWjJFhSvE,2016-10-15 03:11:17,14
6981088,BJ6xUzSAsoe,2016-09-04 03:05:45,Error-1
6981088,BJ2sH9ggY7w,2016-09-02 13:03:21,Error-1
6981088,BJ2r_aqAn38,2016-09-02 13:02:11,Error-3
6981088,BJglH68BY0G,2016-08-24 22:58:53,Error-1
6981088,BH_GZ22BxaN,2016-07-18 02:24:07,19
859589960,BSVGQNtDCVE,2017-04-01 04:40:02,13
859589960,BSAdFOZjdhK,2017-03-24 04:15:28,869
859589960,BR0U3xDg61S,2017-03-19 11:12:50,Error-1
859589960,BRcYOnejtIm,2017-03-10 04:00:23,682
859589960,BRSFfrcDqot,2017-03-06 04:04:17,602
859589960,BRHSIliBvoY,2017-03-01 23:23:05,26
859589960,BQ7oyLKgiex,2017-02-25 10:50:07,34
859589960,BQ5EojsBzYq,2017-02-24 10:55:45,136
859589960,BQpvJ65hL5M,2017-02-18 11:59:28,123
859589960,BQmhXcnhanD,2017-02-17 06:01:15,Error-3
859589960,BQk0ZpihKF9,2017-02-16 14:09:06,133
859589960,BQjkrVKluWT,2017-02-16 02:32:28,23
271635601,BR1yizVAxQt,2017-03-20 00:51:21,Error-1
271635601,BRsYnbRg_mH,2017-03-16 09:11:38,Error-3
271635601,BQ9kv4EjA6F,2017-02-26 04:53:20,41
271635601,BQ8Ay__hNal,2017-02-25 14:19:57,Error-3
271635601,BQ4r-_nB3MB,2017-02-24 07:20:22,Error-3
271635601,BQftKfFAEqd,2017-02-14 14:29:39,47
