50763980,BM9Smadg-cN,2016-11-18 16:09:11,Error-1
50763980,rD_9bsDpZg,2014-07-30 04:53:35,19
50763980,piqF7DDpTk,2014-06-22 09:36:10,18
50763980,pbK6F3jpYg,2014-06-19 11:48:59,15
50763980,o7i-9PjpRN,2014-06-07 05:03:40,21
50763980,lT5co3pSLu,2014-03-09 05:56:09,Error-1
222486416,BSYU4A2DLCI,2017-04-02 10:45:31,126
222486416,BSYUv8_BH-T,2017-04-02 10:44:25,12
222486416,BSYTFeGlWi9,2017-04-02 10:29:53,107
222486416,BSYL7wuhXD6,2017-04-02 09:27:23,156
222486416,BSYIPNQjBw1,2017-04-02 08:55:06,45
222486416,BSYEUrkhurO,2017-04-02 08:20:53,80
222486416,BSX5_5kh4tK,2017-04-02 06:50:40,101
222486416,BSX03esg41F,2017-04-02 06:05:50,45
222486416,BSXWHGsB2-P,2017-04-02 01:37:05,Error-3
222486416,BSXCfKGlt2v,2017-04-01 22:45:36,21
222486416,BSW8dSJDsjV,2017-04-01 21:52:55,Error-3
222486416,BSWxYNVhrJ9,2017-04-01 20:16:06,357
872497870,BNehmJMB7d9,2016-12-01 13:55:09,Error-1
872497870,BNehBYvB0M5,2016-12-01 13:50:08,76
872497870,BNegfcfDe4s,2016-12-01 13:45:30,62
872497870,BNeU3RXjxz7,2016-12-01 12:03:54,21
872497870,BNeKpcsj8Wk,2016-12-01 10:34:38,101
872497870,BNeIEisj-zX,2016-12-01 10:12:07,28
872497870,BNeGUSVB2bk,2016-12-01 09:56:47,56
872497870,BNd7lWEAS7n,2016-12-01 08:23:00,28
872497870,BNd0ueLAA3L,2016-12-01 07:23:04,24
872497870,BNd0uUVjwxy,2016-12-01 07:23:03,53
872497870,BNdq9NTjT-y,2016-12-01 05:57:42,37
872497870,BNdfpLlBcQh,2016-12-01 04:18:51,44
89640,BPVN5IhjtVN,2017-01-16 16:12:36,62
89640,BPRu9Q5AwnE,2017-01-15 07:44:34,90
89640,BHwbF3RgFoZ,2016-07-12 09:36:17,Error-1
89640,BHrNGtnhWVT,2016-07-10 08:57:52,98
