50936,BSVrE_ogkmi,2017-04-01 10:01:49,Error-1
50936,BSLZ4IqBprx,2017-03-28 10:19:06,319
50936,BSFs0gYjdpO,2017-03-26 05:09:11,Error-1
50936,BR7OgkFBNPe,2017-03-22 03:31:55,13
50936,BRyeMpIgjW2,2017-03-18 17:55:51,Error-1
50936,BRuYBZcjV8e,2017-03-17 03:44:55,Error-3
50936,BRr5PZtj3Lk,2017-03-16 04:37:28,Error-1
50936,BRrrMdvj6ix,2017-03-16 02:34:44,12
50936,BRqYzFRFnUQ,2017-03-15 14:34:44,21
50936,BRkxsUkg7gY,2017-03-13 10:16:49,13
50936,BRkpFh-Ae9l,2017-03-13 09:01:37,22
50936,BRgGQ-whe90,2017-03-11 14:40:23,Error-3
1930161,BSWHZ4RjXYV,2017-04-01 14:09:20,97
1930161,BR-9QfOlNRH,2017-03-23 14:18:08,316
1930161,BRqI--fAGTq,2017-03-15 12:16:33,1145
1930161,BRcall6FKh3,2017-03-10 04:21:00,147
1930161,BRVkIv_hOSK,2017-03-07 12:29:46,160
1930161,BRVjmxIBFqI,2017-03-07 12:25:07,68
1930161,BRVSp1GjiDn,2017-03-07 09:57:00,208
1930161,BRVSUBjho5V,2017-03-07 09:54:01,201
1930161,BRSCpN9jyMt,2017-03-06 03:39:23,153
1930161,BRQaPG1hgIS,2017-03-05 12:27:03,59
1930161,BROJfsVjAH3,2017-03-04 15:22:17,143
1930161,BRLaAjuFVQg,2017-03-03 13:48:52,161
445374446,BFc-YU7vQK7,2016-05-16 03:17:02,Error-1
445374446,BFaaDITIy6S,2016-05-15 03:21:05,Error-1
445374446,BBOE_smwSfT,2016-01-31 22:20:39,Error-1
445374446,BA6mickoyzF,2016-01-24 08:48:57,Error-1
445374446,BA6kTzqoy_6,2016-01-24 08:29:28,Error-1
445374446,BA6joFXoy_J,2016-01-24 08:23:30,Error-1
445374446,BA6jirooy-7,2016-01-24 08:22:46,Error-1
445374446,BA6jJl-Iy-Z,2016-01-24 08:19:20,Error-1
445374446,BA6i7Fooy-M,2016-01-24 08:17:22,Error-1
445374446,BA3ThIOIDZ_,2016-01-23 02:05:01,Error-1
445374446,BAETIl4nm5w,2016-01-03 06:40:24,Error-1
445374446,BAESQrNHm4k,2016-01-03 06:32:46,Error-3
42859052,BSQmlqAhYOQ,2017-03-30 10:46:23,83
42859052,BSDtfeMlpjJ,2017-03-25 10:36:34,12
42859052,BSDtJJWlApr,2017-03-25 10:33:32,14
42859052,BRxCfmZBv03,2017-03-18 04:34:31,55
42859052,BRxB_XJhx0U,2017-03-18 04:30:07,89
42859052,BRm5TxCB6DE,2017-03-14 06:01:51,120
42859052,BRLI6joAzXg,2017-03-03 11:19:29,58
42859052,BRDSjEoh4ys,2017-02-28 10:09:45,124
42859052,BRDPWT9hppx,2017-02-28 09:41:47,363
42859052,BRDPON1BJWl,2017-02-28 09:40:41,112
42859052,BRDOuv6h_uC,2017-02-28 09:36:23,135
42859052,BQlFd3sBEoR,2017-02-16 16:38:13,220
283937381,BSKyG1KgCiC,2017-03-28 04:31:35,178
283937381,BRiJdYZjJ3s,2017-03-12 09:46:47,Error-1
283937381,BRh7JIih--O,2017-03-12 07:41:41,19
283937381,BRIBP-sAiY_,2017-03-02 06:14:47,27
283937381,BQ5TUm2hB0Z,2017-02-24 13:04:06,Error-1
283937381,BQsqV_YlbDK,2017-02-19 15:15:08,25
283937381,BQUoz7zFKHW,2017-02-10 07:19:59,53
283937381,BQFVebnFnEN,2017-02-04 08:42:25,75
283937381,BQA1iO2Br5J,2017-02-02 14:46:21,23
283937381,BP_ig9iDr9H,2017-02-02 02:40:54,93
283937381,BP-Zu-4DrxS,2017-02-01 16:04:56,64
283937381,BP9H9wZDTYb,2017-02-01 04:10:26,Error-1
237667479,BSVm25vB_C_,2017-04-01 09:24:56,Error-1
237667479,BSP6xgVhazv,2017-03-30 04:23:31,11
237667479,BSNSaJ6B-CX,2017-03-29 03:52:19,Error-3
237667479,BR5eJ0FjiJV,2017-03-21 11:10:08,117
237667479,BRyAY5vh-JE,2017-03-18 13:35:22,Error-1
237667479,BRXvRitBWa9,2017-03-08 08:45:34,Error-1
237667479,BRIupihAhIY,2017-03-02 12:51:30,36
237667479,BRIe3Wzhunz,2017-03-02 10:33:34,Error-1
237667479,BQ5Fv1EhvKU,2017-02-24 11:05:29,Error-3
237667479,BQsinldl6Cc,2017-02-19 14:07:38,Error-1
237667479,BQpDuJjFs2E,2017-02-18 05:39:56,27
237667479,BQnUI7blJ3Q,2017-02-17 13:24:55,Error-1
253752159,BMdvu7NAdzg,2016-11-06 10:08:03,29
253752159,BL4vP_nDZx5,2016-10-23 01:11:56,Error-1
253752159,BL3rpZWhHTG,2016-10-22 15:21:12,Error-1
253752159,BL2mKhzjEPR,2016-10-22 05:14:03,17
253752159,BL2l-ZQj8Aq,2016-10-22 05:12:24,Error-1
253752159,BL2lsgUD5J4,2016-10-22 05:09:57,Error-3
253752159,BL2lMikDii4,2016-10-22 05:05:36,12
253752159,BL2SWFNhMSl,2016-10-22 02:20:52,27
253752159,BL2Row-DSI1,2016-10-22 02:14:41,Error-1
253752159,BL2Q9fUDrKO,2016-10-22 02:08:46,Error-1
253752159,BL2OwM9DXw3,2016-10-22 01:49:29,14
385282354,BNTUGZHDTtJ,2016-11-27 05:25:34,12
385282354,BM7suo-jFE2,2016-11-18 01:19:01,Error-3
385282354,BMeOzOqjQZG,2016-11-06 14:39:31,13
385282354,BMLNSBgjfvl,2016-10-30 05:20:41,13
385282354,BMI1xKsDGq_,2016-10-29 07:16:44,82
385282354,BLK0xuvDyAO,2016-10-05 05:15:10,Error-3
385282354,BKxrctzB_ni,2016-09-25 10:52:38,164
385282354,BKxYs0MBrzD,2016-09-25 08:08:48,Error-3
385282354,BKxYlWNhyue,2016-09-25 08:07:47,Error-1
385282354,BKPvizrAzzY,2016-09-12 06:34:14,Error-1
385282354,BJpjO9rB1Cc,2016-08-28 10:35:32,189
385282354,BJmTKx0Bpua,2016-08-27 04:17:26,Error-3
765671472,BLkp_N4DPBp,2016-10-15 06:01:08,Error-1
765671472,BKpPq8OB5-M,2016-09-22 04:15:59,11
765671472,BKfYNZgDCke,2016-09-18 08:18:11,13
765671472,BKcIoaxBzle,2016-09-17 02:04:21,Error-1
765671472,BKUpqbrgP_h,2016-09-14 04:19:03,Error-1
765671472,BKPoh7QAxxL,2016-09-12 05:32:57,Error-1
765671472,BKPoY5qgEwy,2016-09-12 05:31:43,Error-1
765671472,BKPoTgmg0Nv,2016-09-12 05:30:59,Error-1
765671472,BKPoNWKAc9o,2016-09-12 05:30:09,Error-1
765671472,BKPoFgUg-sX,2016-09-12 05:29:04,Error-1
765671472,BKPoANQgfd6,2016-09-12 05:28:21,Error-1
765671472,BKPn7_YgIj_,2016-09-12 05:27:46,Error-1
264482139,BSGgx1AhOKH,2017-03-26 12:43:12,Error-1
264482139,BSDO_hyj1Cn,2017-03-25 06:10:04,16
264482139,BRyOJSADbvU,2017-03-18 15:35:34,20
264482139,BRyNxVejmNb,2017-03-18 15:32:18,17
264482139,BRN_jImFF-8,2017-03-04 13:55:22,Error-1
264482139,BQpxcbhjNKP,2017-02-18 12:19:28,Error-1
264482139,BQVBcKgAlL2,2017-02-10 10:55:11,48
264482139,BQPRzbwDtKQ,2017-02-08 05:22:44,36
264482139,BQFjBGpldJf,2017-02-04 10:40:44,93
264482139,BPxanYkDz2H,2017-01-27 15:02:31,120
264482139,BNl8AKagPZh,2016-12-04 11:00:35,16
