50936,BSVrE_ogkmi,2017-04-01 10:01:49,Error-3
50936,BSLZ4IqBprx,2017-03-28 10:19:06,319
50936,BSFs0gYjdpO,2017-03-26 05:09:11,Error-1
50936,BR7OgkFBNPe,2017-03-22 03:31:55,13
50936,BRyeMpIgjW2,2017-03-18 17:55:51,Error-1
50936,BRuYBZcjV8e,2017-03-17 03:44:55,Error-1
50936,BRr5PZtj3Lk,2017-03-16 04:37:28,Error-1
50936,BRrrMdvj6ix,2017-03-16 02:34:44,12
50936,BRqYzFRFnUQ,2017-03-15 14:34:44,21
50936,BRkxsUkg7gY,2017-03-13 10:16:49,13
50936,BRkpFh-Ae9l,2017-03-13 09:01:37,22
50936,BRgGQ-whe90,2017-03-11 14:40:23,Error-1
1930161,BSWHZ4RjXYV,2017-04-01 14:09:20,97
1930161,BR-9QfOlNRH,2017-03-23 14:18:08,316
1930161,BRqI--fAGTq,2017-03-15 12:16:33,1145
1930161,BRcall6FKh3,2017-03-10 04:21:00,147
1930161,BRVkIv_hOSK,2017-03-07 12:29:46,160
1930161,BRVjmxIBFqI,2017-03-07 12:25:07,68
1930161,BRVSp1GjiDn,2017-03-07 09:57:00,208
1930161,BRVSUBjho5V,2017-03-07 09:54:01,201
