964279554,BSXbP63BDd8,2017-04-02 02:21:58,18
964279554,BSVUXRThchq,2017-04-01 06:43:20,Error-3
964279554,BSVD3sRggrX,2017-04-01 04:19:13,Error-3
964279554,BSEAdI9Fdv_,2017-03-25 13:22:17,18
964279554,BSCwpi2gz3w,2017-03-25 01:44:55,68
964279554,BR3cNzfhudK,2017-03-20 16:14:44,24
964279554,BRyaiXjBwuV,2017-03-18 17:23:51,55
964279554,BRxz1k5g68q,2017-03-18 11:45:41,19
964279554,BRxuTVhlO5t,2017-03-18 10:57:20,46
964279554,BRxliGvjtiv,2017-03-18 09:40:42,21
964279554,BRxGs3cjl9J,2017-03-18 05:11:17,21
578723716,BRcdIX0jaQA,2017-03-10 04:43:14,49
578723716,BRaLmXODjhg,2017-03-09 07:31:33,41
578723716,BRHt4wgF0-w,2017-03-02 03:25:36,Error-3
578723716,BQwpBvcleJb,2017-02-21 04:20:36,Error-1
578723716,BQZzZNyhUIZ,2017-02-12 07:28:39,48
578723716,BQVpVCjg21n,2017-02-10 16:43:44,63
578723716,BQHtq2dAsBL,2017-02-05 06:52:18,51
578723716,BQHsgi6gqdZ,2017-02-05 06:42:09,185
578723716,BPworhIlv_s,2017-01-27 07:46:10,72
578723716,BPsesb6j_ih,2017-01-25 17:01:57,449
578723716,BPsM6kFBL2C,2017-01-25 14:26:36,Error-1
578723716,BPomiRzjEJP,2017-01-24 04:53:30,18
214246473,BSLQchpA9oq,2017-03-28 08:56:41,20
214246473,BSIqKpXgxdp,2017-03-27 08:43:43,16
214246473,BSIp9WsgzfX,2017-03-27 08:41:54,14
214246473,BSISpKZDRXE,2017-03-27 05:18:10,Error-1
214246473,BSFyXoMj0V-,2017-03-26 05:57:40,28
214246473,BSBWjCfDj_b,2017-03-24 12:37:36,Error-3
214246473,BR8BiEVjH9A,2017-03-22 10:57:46,12
214246473,BR3LpC-DXSy,2017-03-20 13:49:54,Error-1
214246473,BRxtbzJBFKr,2017-03-18 10:49:45,Error-1
