"Input";"Coordinates"
"Singapore Gallop Green Condo";"1.3151317,103.80842789999997"
"Singapore Farrer Road, Woollerton Park";"1.317439,103.80918399999996"
"Singapore Villa Delle Rose";"1.310715,103.80728099999999"
"Singapore Villa Delle Rose Fair";"1.310715,103.80728099999999"
"Singapore Nandos Plaza Singapora";"1.300613,103.84509100000002"
"Singapore Leedon Residence, Singapore";"1.3136671,103.80217240000002"
"Singapore Farrer Drive";"1.3132126,103.80698419999999"
"Singapore Sommerville Grandeur ~ 9 Farrer Drive";"1.3158994,103.80666969999993"
"Singapore Nglorog Sragen";"-7.4153071,111.04233610000006"
"Singapore Singapore City, Singapore";"1.3553794,103.86774439999999"
"Singapore Snacky East";"12.9594467,77.59780619999992"
"Singapore Gallop Park Road";"1.318096,103.81069200000002"
"Singapore DLeedon";"1.313829,103.80396399999995"
"Singapore Along Farrer Road";"1.3160332,103.80584679999993"
"Singapore Singapore Zoo";"1.4043485,103.79302299999995"
"Singapore River Safari";"1.4029491,103.79174109999997"
"Singapore Night Safari, Singapore";"1.4021872,103.7880606"
"Singapore Singapore Zoo";"1.4043485,103.79302299999995"
"Singapore River Safari";"1.4029491,103.79174109999997"
"Singapore River Safari, Singapore";"1.4029491,103.79174109999997"
"Singapore Singapore Zoological Gardens";"1.4043485,103.79302299999995"
"Singapore River Safari &amp";"1.4029491,103.79174109999997"
" Singapore�s Zoo";"1.4043485,103.79302299999995"
"Singapore Singapore Zoo &amp";"1.4043485,103.79302299999995"
" Night Safari";"1.4021872,103.7880606"
"Singapore Singapore Sports School";"1.426703,103.78905600000007"
"Singapore Giant Panda Forest";"1.4029491,103.79174109999997"
"Singapore Singapore Zoo, Singapore";"1.4043485,103.79302299999995"
"Singapore Singapore Zoo ??? @ Mandai";"1.4043485,103.79302299999995"
"Singapore Singapore Zoo River Safari";"1.4029491,103.79174109999997"
"Singapore Singapore Zoological Gardens";"1.4043485,103.79302299999995"
"Singapore Zool�gico de Singapur";"1.4043485,103.79302299999995"
"Singapore River Safari";"1.4029491,103.79174109999997"
"Singapore House of Jia Jia &amp";"1.3123511,103.89894589999994"
" Kai Kai @ River Safari";"1.4029491,103.79174109999997"
"Singapore Mama Panda Kitchen";"1.403409,103.79274650000002"
"Singapore ?????????";"1.352083,103.81983600000001"
"Singapore Mandai Hill Camp";"1.4086213,103.76850509999997"
"Singapore Safari Zoo @ Singapore";"1.4021872,103.7880606"
"Singapore Rainforest Kidzworld @ Zoo";"1.4043485,103.79302299999995"
"Singapore Zoo de Singapour";"1.4043485,103.79302299999995"
"Singapore Singapore Mandai Zoo";"1.4043485,103.79302299999995"
"Singapore Mandai T15 Trail";"1.4105867,103.77835679999998"
"Singapore Giant Panda Forest at River Safari";"1.4029491,103.79174109999997"
"Singapore Wildlife Reserves Singapore";"1.4049843,103.79054889999998"
"Singapore Lorong Asrama";"1.4127023,103.7747928"
"Singapore Amazon River Quest";"1.4021343,103.79164650000007"
"Singapore River Safari at Singapore Zoo";"1.4029491,103.79174109999997"
"Singapore Singapore Zoo";"1.4043485,103.79302299999995"
"Singapore Singapore Zoo";"1.4043485,103.79302299999995"
"Singapore Ah Meng Restaurant";"1.4044329,103.79354920000003"
"Singapore S? th� Singapore";"1.2875369,103.8484684"
"Singapore Mama Panda Kitchen @ River Safari";"1.403409,103.79274650000002"
"Singapore Singapore Zoo @ Mandai";"1.4043485,103.79302299999995"
"Singapore Singapore Zoo";"1.4043485,103.79302299999995"
"Singapore Wild Africa";"1.4043485,103.79302299999995"
"Singapore The River Safari, Singapore";"1.4029491,103.79174109999997"
"Singapore River Safari, Singapore Zoo, and Night Safari";"1.4021872,103.7880606"
"Singapore Singapore Zoological Garden @ Mandai Lake Road";"1.4052136,103.79048379999995"
"Singapore River Safari Cruise";"1.4029491,103.79174109999997"
"Singapore River Safari ?????";"1.4029491,103.79174109999997"
"Singapore Rainforest Fights Back Show";"1.4043485,103.79302299999995"
"Singapore River Safari Mama Panda Kitchen";"1.403409,103.79274650000002"
"Singapore Rainforest Show @ Singapore Zoo";"1.4043485,103.79302299999995"
"Singapore Giant Panda Forest at River Safari, Singapore Zoo";"1.4029491,103.79174109999997"
"Singapore W39 Bistro &amp";"1.3084697,103.76240389999998"
" Bakery";"8.499583399999999,76.95638450000001"
"Singapore W39 Bistro";"1.3084697,103.76240389999998"
"Singapore Nan Hua High School";"1.3083739,103.76892459999999"
"Singapore Clementi Stadium";"1.3097867,103.76252099999999"
"Singapore Zulos Cafe";"1.3083902,103.85712289999992"
"Singapore NUS High School of Math and Science";"1.3071179,103.76911240000004"
"Singapore Clementi West Steet 2";"1.3041019,103.76256660000001"
"Singapore International Community School (Singapore)";"1.3063435,103.76654039999994"
"Singapore Church of The Holy Cross";"1.3077102,103.77079920000006"
"Singapore Ah Hoe Mee Pok";"1.3059018,103.76147530000003"
"Singapore Masjid Darussalam";"1.3124391,103.77103950000003"
"Singapore Casa Clementi";"1.3099338,103.76842699999997"
"Singapore West Coast Recreation Centre";"1.3098707,103.76385630000004"
"Singapore Church of the Holy Cross, Singapore";"1.3077102,103.77079920000006"
"Singapore Clementi Ave2 Singapore";"1.3118025,103.76769349999995"
"Singapore Clementi Swimming Complex";"1.3104827,103.76632919999997"
"Singapore Clementi Sports Hall";"1.310904,103.76502700000003"
"Singapore New Town Secondary School";"1.3074933,103.76016430000004"
"Singapore New Town Secondary School";"1.3100381,103.77318109999999"
"Singapore IKEA @Alexandra road";"1.2880072,103.80602729999998"
"Singapore Arab Street Singapore";"1.3025027,103.85796920000007"
"Singapore Jacks Place @ West Coast";"1.309706,103.76426400000003"
"Singapore Joyden Seafood";"1.3095656,103.7638306"
"Singapore Yangzhou, Jiangsu Province, China";"33.2481179,119.33115010000006"
"Singapore Nan Hua High School";"1.3083739,103.76892459999999"
"Singapore West Bowl @ West Coast Recreation Centre";"1.3098344,103.76381100000003"
"Singapore Clementi Sports Centre";"1.310904,103.76502700000003"
"Singapore Extreme Fitness- West Coast Recreation";"1.3097215,103.76419110000006"
"Singapore Cloud Forest, Gardens By The Bay";"1.2838677,103.86600240000007"
" ERROR! Input:Singapore MyBeddyBed:)"
"Singapore A Poh Kitchen Pte Ltd";"1.313466,103.77060899999992"
"Singapore Haq-Insafs Eating House";"1.3083157,103.76169909999999"
"Singapore West Coast Court";"1.311635,103.77088500000002"
"Singapore In Your Heart";"1.301674,103.85952599999996"
"Singapore Daisys Dream Kitchen";"1.3074884,103.76014199999997"
"Singapore Masjid Darussalam";"1.3124391,103.77103950000003"
"Singapore SistersCookies by Chef Suriani Samad";"1.3083212,103.76217359999998"
"Singapore West Coast Bowl";"1.3098344,103.76381100000003"
"Singapore Darussalam Mosque";"1.3124391,103.77103950000003"
"Singapore New Town Secondary School";"1.3100381,103.77318109999999"
"Singapore West Coast Recreation Bowling Center";"1.3098344,103.76381100000003"
"Singapore Haq-Insafs Eating Place";"1.3083157,103.76169909999999"
"Singapore West Bowl";"1.3098344,103.76381100000003"
"Singapore Clementi Avenue 1";"1.3077885,103.76966170000003"
"Singapore Clementi Woods Secondary School";"1.3097054,103.75814680000008"
"Singapore Zouk";"1.290833,103.84600899999998"
"Singapore West Coast Road";"1.3104015,103.75659559999997"
"Singapore Clementi Ave 2 Food Centre &amp";"1.3141709,103.77077759999997"
" Market";"-33.7378131,18.969159200000036"
"Singapore Jalan Tenaga";"1.3324728,103.90659670000002"
"Singapore Compound Coffee Co.";"1.335629,103.90534600000001"
"Singapore TenagaVille";"1.430368,103.83536279999998"
"Singapore Tai Seng, Singapore";"1.3359176,103.88768329999994"
"Singapore Encore Films";"1.337398,103.90263900000002"
"Singapore Premier @Kaki Bukit";"1.33883,103.90545799999995"
"Singapore Motorparts Asia";"1.3389123,103.90528500000005"
" ERROR! Input:Singapore My Humble Castle"
"Singapore Kaki Bukit Road 3";"1.33665,103.90417079999997"
"Singapore Techlink";"1.335629,103.90534600000001"
"Singapore ??!";"1.352083,103.81983600000001"
"Singapore Kaki Bukit";"1.3327039,103.90446429999997"
"Singapore Eunos Techpark";"1.334509,103.904808"
"Singapore Motoworld Singapore";"1.3126909,103.86117330000002"
"Singapore Entrepreneur Business Centre";"1.3837963,103.82824449999998"
"Singapore Fishtail Cyclery";"1.3370162,103.9028571"
"Singapore Tanjong Pagar";"1.2764031,103.84685850000005"
"Singapore 36 Kaki Bukit Place";"1.3343934,103.90292640000007"
"Singapore Tropika East Singapore";"1.3288723,103.90699389999997"
"Singapore WhiteLink Bridal";"1.3342879,103.90440920000003"
" ERROR! Input:Singapore La Novella Studio"
"Singapore South East Tyre Co";"1.335375,103.90275300000008"
"Singapore Kaki Bukit Place";"1.3347011,103.90425649999997"
"Singapore City Harvest Church @ Suntec Convention Centre Level 6";"1.3430076,103.69190520000006"
"Singapore Kaki Bukit Industrial Terrace";"1.3357978,103.90214949999995"
"Singapore Simple Food";"1.333544,103.90359590000003"
"Singapore Jalan Rimau";"1.3291477,103.90723449999996"
"Singapore Detail Lab";"1.338735,103.90518799999995"
"Singapore HGST, a Western Digital Company";"1.3323477,103.90423190000001"
"Singapore Nayang Polytechnic";"1.3786539,103.8493234"
"Singapore a place called Singapore";"1.2892988,103.8631368"
"Singapore Tian Wai Tian Fishhead Steamboat";"1.327345,103.867571"
"Singapore First Culinary Restaurant";"1.3780783,103.85642989999997"
" ERROR! Input:Singapore Hadramaut, Tareem"
" ERROR! Input:Singapore SBR Motors"
"Singapore Federal Express Pacific Inc.";"1.301219,103.86258559999999"
"Singapore 60 Kaki Bukit Place";"1.334583,103.90487489999998"
"Singapore Jalan Tenaga,Singapore";"1.3324728,103.90659670000002"
" ERROR! Input:Singapore Locale Congregation of Singapore East"
"Singapore VERSARI ADE";"1.3341936,103.90088109999999"
"Singapore Kaki Bukit";"1.3327039,103.90446429999997"
"Singapore Bikeworkz";"1.3386133,103.89912630000003"
"Singapore 12 Kaki Bukit Crescent";"1.335305,103.90625790000001"
"Singapore 60 KAKI BUKIT PLACE,EUNOS TECHPARK";"1.334509,103.904808"
"Singapore Blk 644 Bedok Reservoir Road";"1.330783,103.90537799999993"
"Singapore Blk 639 Bedok Reservoir Road";"1.3320008,103.9045499"
"Singapore Blk 645 Jalan Tenaga";"1.332131,103.90587499999992"
"Singapore Federal Express (Singapore) Pte Ltd";"1.335629,103.90534600000001"
"Singapore Tampines 1";"1.3542633,103.94502950000003"
"Singapore Meet &amp";"1.3486015,103.93961730000001"
" Melt";"41.3941246,-81.64462939999999"
"Singapore ARC @Tampines";"1.3503106,103.92863999999997"
"Singapore UWCSEA East";"1.3579189,103.93162630000006"
"Singapore Lenas @ Tampines 1";"1.3540975,103.94511579999994"
"Singapore Tampines Swimming Complex";"1.3548431,103.93955410000001"
"Singapore Fitness First Tampines";"1.3530623,103.94368589999999"
"Singapore Fish &amp";"1.303565,103.83553589999997"
" Co. at Tampines 1";"1.3540177,103.9454091"
"Singapore Tampines Greenleaf";"1.3581378,103.94009069999993"
"Singapore Sushi Tei";"1.3036098,103.83504600000003"
"Singapore JPOT at Tampines One";"1.3544703,103.94471759999999"
"Singapore Our Tampines Hub";"1.3530168,103.94100400000002"
"Singapore Tampines Regional Library";"1.356332,103.94456000000002"
"Singapore Tampines, Singapore City";"1.3495907,103.9567879"
"Singapore Ssikkek Korean BBQ - Tampines One Mall";"1.3167746,103.84407899999997"
"Singapore Soi Thai Kitchen";"1.3491105,103.93253099999993"
"Singapore The Tampines Trilliant";"1.3587423,103.94045159999996"
"Singapore Tampines Eco Green";"1.3645924,103.94775470000002"
"Singapore Monster Curry at Tampines 1";"1.3540361,103.94514430000004"
"Singapore Tampines Bus Interchange";"1.3540755,103.94339100000002"
"Singapore Sushi Tei";"1.3036098,103.83504600000003"
"Singapore Nunsongyee Korean Dessert Cafe";"1.2989556,103.85614970000006"
"Singapore Masjid Darul Ghufran";"1.355336,103.93994320000002"
"Singapore St. Hildas Secondary School";"1.3503799,103.93674499999997"
"Singapore Century Square";"1.3524209,103.94380090000004"
