"Input";"Coordinates"
"Singapore Multi Mission Range Complex";"1.3377757,103.67187109999998"
"Singapore Fu Lin Men Chinese Restaurant";"1.335451,103.65146400000003"
"Singapore Shan Shui Palace @ Raffles Country Club";"1.293951,103.853838"
"Singapore MMRC Range";"1.3377757,103.67187109999998"
"Singapore Raffles Golf &amp";"1.335269,103.65192000000002"
"Singapore Tuas Checkpoint Arrival Car (A1)";"40.63755219999999,-112.29616229999999"
" ERROR! Input:Singapore Tuas Checkpoint Arrival Car (A1)"
"Singapore Choa Chu Kang Waterworks";"1.3441355,103.6749691"
"Singapore Fu Lin Men at Raffles Country Club";"1.335451,103.65146400000003"
"Singapore Safti 100m Range 1";"1.3333259,103.68113840000001"
"Singapore Pub Tengeh Pumping Station";"1.3309414,103.67379069999993"
" ERROR! Input:Singapore Pub Tengeh Pumping Station"
"Singapore Safti 300M Range";"1.3333259,103.68113840000001"
"Singapore Tuas Check Point";"1.3472064,103.63571780000007"
"Singapore Hoya medical singapore Pte Ltd";"1.3341017,103.6502901"
"Singapore SAFTI Range";"1.3333259,103.68113840000001"
"Singapore Live Firing Area";"1.1857045,103.72457250000002"
"Singapore Tuas Avenue 3";"1.3216241,103.6562735"
"Singapore SAFTI 300m RANGE 1";"1.3333259,103.68113840000001"
"Singapore Leaders Hall @ Pasir Laba Camp";"1.3309414,103.67379069999993"
" ERROR! Input:Singapore Bctc Fibua Village"
" ERROR! Input:Singapore Safti Live Firing Area"
"Singapore Golfers Terrace at RCC";"1.335269,103.65192000000002"
"Singapore Pasir Laba Medical Center";"1.3309414,103.67379069999993"
"Singapore Aye Tuas";"1.3344789,103.6514482"
" ERROR! Input:Singapore BCTC Training Area"
"Singapore Pasir Laba Road";"1.3311377,103.67259690000003"
" ERROR! Input:Singapore BCTC"
" ERROR! Input:Singapore Gas Chamber at Pasir Laba Camp"
"Singapore Mitsui High-Tec (Singapore) Pte Ltd";"1.332964,103.65196200000003"
"Singapore ASMI";"1.3327447,103.65025539999999"
"Singapore MMRC";"1.3377757,103.67187109999998"
"Singapore 25M Range Pasir Laba Camp";"1.3309414,103.67379069999993"
" ERROR! Input:Singapore Elephant Hill"
"Singapore Kuala Lumpur";"3.15537,101.72096999999997"
"Singapore Tuas Checkpoint&lt";"1.3472064,103.63571780000007"
"3";"40.81970279999999,-74.11878239999999"
" ERROR! Input:Singapore Safety Academy at 1 Joo Koon Crest."
"Singapore Pasir Laba 100M Range";"1.3309414,103.67379069999993"
"Singapore SAFTI 100M Range";"1.3333259,103.68113840000001"
" ERROR! Input:Singapore Dreamland with My Sweet Heart"
"Singapore Pasir Laba Heavy Vehicle Carpark";"1.3309414,103.67379069999993"
"Singapore Gym";"1.319032,103.89744700000006"
" ERROR! Input:Singapore Rocky Hill Mess@PLC"
"Singapore Pasir Laba Camp Echo Company";"1.3309414,103.67379069999993"
"Singapore Becton Dikinson";"1.326593,103.65764000000001"
"Singapore 65 Tuas Ave1";"1.329261,103.65295000000003"
"Singapore 455A Jalan Ahmad Ibrahim";"1.334647,103.65025700000001"
"Singapore Bukit Gombak Stadium";"1.3582504,103.75364620000005"
"Singapore Alif Restaurant";"1.37357,103.83802000000003"
"Singapore ??? Little Guilin";"1.3560181,103.75339959999997"
"Singapore Little Guilin";"1.3560181,103.75339959999997"
"Singapore Guilin View";"1.3558779,103.75237900000002"
"Singapore Bukit Gombak MRT Station";"1.3485641,103.7490636"
"Singapore Regent Heights";"1.3525186,103.75597449999998"
"Singapore Blk 361 Bukit Batok St 31";"1.360707,103.75072999999998"
"Singapore Cacio e Pepe";"1.3576834,103.76057860000003"
" ERROR! Input:Singapore Kediamanku"
"Singapore Palomas Lounge�";"1.2884707,103.84927249999998"
"Singapore Bukit batok St32";"1.3626863,103.74840070000005"
"Singapore Bukit Gombak Clubfitt Gym";"1.3596207,103.7523688"
"Singapore Hong Kah North Community Club";"1.359288,103.74934009999993"
"Singapore Hillview";"1.3621275,103.7670071"
"Singapore Bukit Gombak";"1.3593357,103.751983"
"Singapore Bukit Gombak Sports Hall";"1.264241,103.82232699999997"
"Singapore Cacio E Pepe";"1.359667,103.75222800000006"
"Singapore Cacio E Pepe";"1.3576834,103.76057860000003"
"Singapore Bukit Gombak Nature Park";"1.3508853,103.76364999999998"
"Singapore Blk 360 Bukit Batok Street 31";"1.361044,103.75052499999993"
"Singapore Regent Heights Condominium - Tower C";"1.3525186,103.75597449999998"
"Singapore Hillview 128";"1.3570736,103.76094999999998"
"Singapore Da Jie Niang Dou Fu";"1.3142939,103.77031390000002"
"Singapore Lake Little Guilin";"1.3560181,103.75339959999997"
"Singapore Bukit gombak wet Market";"1.348269,103.74383699999998"
"Singapore The Jolly Roger";"1.3575746,103.76037880000001"
"Singapore Hwa Jin Vegetarian Family Restaurant";"1.361389,103.75121089999993"
"Singapore Merawoods";"1.356343,103.75940000000003"
"Singapore Bukit Gombak McDonald";"1.3575934,103.75065360000008"
"Singapore Xiao Gui Ling";"1.3560181,103.75339959999997"
"Singapore Hillview Merawoods";"1.356343,103.75940000000003"
"Singapore Hillview Residence";"1.356307,103.760808"
"Singapore Hillview Crescent";"1.3541974,103.7592995"
"Singapore The Amston";"1.356726,103.76042899999993"
"Singapore Al-Ameen Eating House";"1.3619342,103.74727170000006"
"Singapore Al-Ameen Eating House";"1.342436,103.77520800000002"
"Singapore Hilltop Grove";"1.3571205,103.75870329999998"
"Singapore Montrosa";"1.3570496,103.75987310000005"
"Singapore Guilin View Condominium@ Bukit Batok";"1.3558779,103.75237900000002"
"Singapore Bukit Batok Town Park";"1.3582504,103.75364620000005"
"Singapore Bukit Batok Town Park";"1.3560181,103.75339959999997"
"Singapore Bukit Gombak";"1.3593357,103.751983"
"Singapore Hillview Mansion";"1.3604909,103.7574942"
"Singapore Bukit Gombak Activesg Gym";"1.3596207,103.7523688"
"Singapore Jalan Remaja";"1.3581629,103.75074870000003"
"Singapore Jalan Remaja";"1.3580936,103.76045469999997"
"Singapore Bukit Batok Residence";"1.356307,103.760808"
"Singapore Jurong Lake Park";"1.3396142,103.7257859"
"Singapore Chinese and Japanese Gardens";"1.3352778,103.73111110000002"
"Singapore Taman Jurong Market and Food Centre";"1.3345501,103.7214894"
"Singapore Jurong, Singapore";"1.3328572,103.74355220000007"
"Singapore Lake Vista @ Yuan Ching";"1.3283032,103.72373330000005"
"Singapore Superbowl Jurong";"1.3256654,103.7245011"
"Singapore Kang Ching Rd";"1.33892,103.72167569999999"
"Singapore Jurong Secondary School";"1.330365,103.72428200000002"
"Singapore The Live Turtle and Tortoise Museum of Singapore";"1.3381498,103.72822059999999"
"Singapore Jurong Fishery Port";"1.3326053,103.72123190000002"
"Singapore Jurong Fishery Port";"1.3094169,103.72396700000002"
"Singapore St. Johns Island";"1.2166667,103.85000000000002"
"Singapore Gymm Boxx Silver";"1.3499251,103.85084219999999"
"Singapore Tah Ching Road";"1.3355809,103.71963589999996"
"Singapore ????chun cui he - Singapore";"1.3375173,103.72307350000005"
" ERROR! Input:Singapore ????chun cui he - Singapore"
"Singapore The Ark @ Taman Jurong";"1.3316194,103.71977700000002"
"Singapore Taman Jurong CC";"1.335243,103.72142200000008"
"Singapore Yuan Ching Secondary School";"1.3352778,103.73111110000002"
"Singapore Yuan Ching Secondary School";"1.3420389,103.72040949999996"
"Singapore Friday Night Boutique";"1.291307,103.86391000000003"
" ERROR! Input:Singapore Tapah, Perak"
"Singapore Friendship Forever";"1.3347793,103.72088680000002"
" ERROR! Input:Singapore Friendship Forever"
" Tortoise Museum";"1.3381498,103.72822059999999"
"Singapore Yung Kuang Road";"1.3381498,103.72822059999999"
"Singapore Yung Kuang Road";"1.3315275,103.72310579999998"
"Singapore Blk 114 Ho Ching Road";"1.3338589,103.72412899999995"
"Singapore Assyakirin Mosque: Centre for Islamic Civilisation";"1.3355809,103.71963589999996"
"Singapore Lake Wanaka, New Zealand";"1.3277317,103.72252409999999"
" ERROR! Input:Singapore Lake Wanaka, New Zealand"
