"Input";"Coordinates"
"Singapore Jurong West New Town";"1.3403898,103.70898750000003"
"Singapore Bebek Tepi Sawah";"1.2949517,103.85211720000007"
"Singapore Hong Kah Secondary School";"1.3521827,103.72710210000002"
"Singapore Jurong Green Community Centre";"1.3504813,103.72543559999997"
"Singapore Fuhua Secondary School";"1.347278,103.72656359999996"
"Singapore The Lakeshore Singapore";"1.3457178,103.72265149999998"
"Singapore Palm View Garden";"1.3490634,103.72185749999994"
"Singapore Blk 425 Jurong West Ave 1";"1.351154,103.72440099999994"
"Singapore Hua Yi Secondary School";"1.351473,103.72158000000002"
"Singapore Jurong West St 42 Blk 496 Coffeeshop";"1.3499966,103.72404660000007"
"Singapore Bedok Reservoir Road, Singapore";"1.3369489,103.92119350000007"
"Singapore SMH";"1.3370979,103.94609009999999"
"Singapore Bedok North Rd";"1.3306958,103.93057829999998"
"Singapore Bedok Reservoir Road (Kaki Bukit)";"1.3330972,103.91529639999999"
"Singapore 613a Bedok Reservoir Road";"1.3328525,103.91740419999996"
"Singapore Masjid Alkaff Kampung Melayu";"1.3367169,103.91390060000003"
"Singapore Alkaff Mosque Kg Melayu";"1.3367169,103.91390060000003"
"Singapore Kaki Bukit Singapore";"1.3327039,103.90446429999997"
"Singapore Autobay @ Kaki Bukit";"1.3413691,103.91241450000007"
"Singapore McDonalds Bedok Reservoir";"1.3321895,103.91373629999998"
"Singapore Telok Kurau Primary School";"1.3308237,103.91140599999994"
"Singapore Jalan Damai";"1.3335372,103.90942470000005"
"Singapore Bedok North Secondary School";"1.3347987,103.9102302"
"Singapore Bedok Reservoir Rd Blk 114";"1.3305849,103.90974499999993"
"Singapore Shun Li Industrial Park";"1.3366849,103.91071590000001"
"Singapore Dignity Kitchen";"1.3530796,103.87092600000005"
"Singapore Orchid Road, Singapore";"1.3016514,103.8380588"
"Singapore Blk 629 Bedok Reservoir";"1.3345681,103.91420599999992"
"Singapore Eunos Community Club";"1.3325994,103.91525539999998"
"Singapore McDonalds";"1.3341703,103.85097610000003"
"Singapore Bluwel Automotive Service Pte Ltd";"1.341438,103.91242999999997"
"Singapore Eunos Vista";"1.330379,103.90942500000006"
"Singapore Vicom Inspection Centre";"1.338262,103.90807799999993"
"Singapore Archipelago Singapore";"1.336518,103.64798199999996"
"Singapore Pantai Parangkritis";"-8.0251022,110.32956480000007"
"Singapore Blk 142 Bedok Reservoir Rd";"1.335604,103.913183"
"Singapore Bedok Reservoir Rd., Singapore";"1.3369489,103.92119350000007"
"Singapore Singapore Renovation - Leadng Interior Design &amp";"1.318825,103.89263400000004"
" Renovation Services";"34.177909,-84.50462800000003"
"Singapore ST Powered";"1.338309,103.90767099999994"
"Singapore Snakeweed Studios";"1.2799819,103.84151700000007"
"Singapore Lynn &amp";"1.278875,103.84812199999999"
" ERROR! Input: Aiman Crib"
" ERROR! Input:Singapore Embrace Hall, Tampoi Johore Bahru."
"Singapore TRCC Republic Polytechnic";"1.4434294,103.78667150000001"
"Singapore Blk 630 Bedok Reservoir Road Market";"1.3328247,103.91427679999993"
"Singapore Blk 621 Bedok Reservoir Road";"1.334458,103.91691509999998"
"Singapore Bedok North Secondary School";"1.3347987,103.9102302"
" ERROR! Input:Singapore Elland Road"
"Singapore Block 122 Bedok Reservoir Road";"1.3320656,103.91055979999999"
"Singapore Razer";"1.3308894,103.91828169999997"
"Singapore Bedok North Sec School";"1.3347987,103.9102302"
"Singapore Pro-Jex V2D";"1.340269,103.91098699999998"
" ERROR! Input:Singapore Lobang Hidung"
" ERROR! Input:Singapore Cheerpygal Home Kitchen"
"Singapore Synergy @KB";"1.3404129,103.91177160000007"
"Singapore Unique Motorsports @ Kaki Bukit";"1.341353,103.91239300000007"
"Singapore Kaki Bukit Estate, Singapore";"1.3327039,103.90446429999997"
"Singapore Snakeweed Studio";"1.2799819,103.84151700000007"
"Singapore Homestay Lodge Singapore";"1.338122,103.90966349999997"
"Singapore Botanical Garden Of Singapore";"1.3138397,103.81591359999993"
"Singapore Hungry Heroes";"1.3159246,103.8571154"
"Singapore Saint Andrews Junior College";"1.3314591,103.86503579999999"
"Singapore Happenstance Caf�";"1.3276109,103.8664493"
"Singapore Marina Bay Sands Hotel";"1.2835627,103.86068720000003"
"Singapore Platform 1094";"1.3239171,103.86505450000004"
"Singapore Potong Pasir";"1.3312764,103.86885940000002"
"Singapore Civil Service Club";"1.3159112,103.8560814"
"Singapore Oh My Tian";"1.320079,103.86262099999999"
"Singapore Climb Asia";"1.3156979,103.8561148"
"Singapore Boon Tong Kee @ Boon Keng";"1.3198794,103.86244080000006"
"Singapore Kallang, Singapore";"1.3100334,103.86510559999999"
"Singapore Bendemeer Food Centre and Market";"1.3191097,103.86333830000001"
"Singapore Bloomsbury Bakers";"1.3193559,103.86413809999999"
"Singapore St Andrews Secondary School";"1.3312299,103.86618980000003"
"Singapore Handerson Wave Bridge";"1.2760953,103.81544370000006"
"Singapore Sri Vadapathira Kaliamman Temple";"1.315363,103.857981"
"Singapore Serangoon Broadway Studio";"1.3106398,103.85574589999999"
"Singapore Eight Riversuites";"1.3215959,103.86456199999998"
"Singapore Boon Keng MRT Station";"1.3200263,103.86162250000007"
"Singapore St Wilfrid Sports Complex";"1.3257834,103.86162100000001"
"Singapore Innervate CrossFit";"1.3196952,103.86515659999998"
"Singapore Minion Mart At Universal Studios Singapore";"1.2540421,103.82380839999996"
"Singapore Moni Gallery Hostel";"1.3153809,103.85900170000002"
"Singapore SCS Dessert Cafe";"1.349956,103.87306699999999"
"Singapore McNair Rd";"1.3193977,103.85804499999995"
"Singapore Singapore Khalsa Association";"1.31652,103.85712999999998"
"Singapore Church of St Michael";"1.3262617,103.86302390000003"
"Singapore City View @ Boon Keng";"1.3165266,103.86099680000007"
"Singapore Marina Bay, Singapore";"1.2877935,103.86655489999998"
"Singapore Kinetics Climbing";"1.314407,103.85720600000002"
"Singapore Pan Island Expressway (PIE)";"1.3327345,103.81623669999999"
"Singapore Central Sikh Gurdwara, Singapore";"1.3188143,103.86055390000001"
"Singapore Tian Wai Tian Fishhead Steamboat";"1.327345,103.867571"
"Singapore Serangoon Road, SG";"1.3162244,103.85892530000001"
" ERROR! Input:Singapore Storybrooke, Maine"
"Singapore PotongPasirCommunityClub";"1.3327464,103.86722239999995"
"Singapore Blk 4 Boon Keng Road";"1.3154013,103.85969739999996"
"Singapore Dollhouse Singapore";"1.318774,103.86102800000003"
"Singapore The Float @ Marina Bay";"1.288153,103.85902799999997"
"Singapore Bendemeer Secondary School";"1.3246123,103.86066410000001"
"Singapore One St Michaels";"1.3248459,103.86496790000001"
"Singapore Climb Asia";"1.3156979,103.8561148"
"Singapore Central Sikh Temple";"1.3188143,103.86055390000001"
"Singapore Suvharnabhumi Bangkok Airport";"1.3644202,103.99153079999996"
"Singapore Luzerne";"1.3162006,103.8626835"
"Singapore Kallang Community Club";"1.3180195,103.86241359999997"
"Singapore 126 ??? @ 1086 Serangoon Road";"1.3237867,103.86497980000001"
"Singapore East Coast Park , Singapore";"1.3007842,103.91218660000004"
"Singapore East Cost Park Beach";"1.3007842,103.91218660000004"
" ERROR! Input:Singapore Deep Inside Your Heart."
"Singapore Marine Cove";"1.3012359,103.9128743"
"Singapore Bermuda Triangle ?";"1.3705016,103.86303020000003"
"Singapore McDonalds Marine Cove";"1.3015778,103.91288340000006"
"Singapore McDonalds East Coast Park";"1.3015778,103.91288340000006"
"Singapore The Coffee Bean &amp";"1.275896,103.84591699999999"
" Tea Leaf - Marine Cove";"1.3011994,103.91300269999999"
"Singapore Playground at Marine Cove";"1.3013294,103.91368399999999"
"Singapore ECP Beach";"1.3007842,103.91218660000004"
"Singapore Marine Parade";"1.3019687,103.89708210000003"
"Singapore My Briyani House at Marine Cove";"1.3014434,103.91290479999998"
"Singapore Hill Street Coffee Shop at Marine Cove";"1.3012968,103.9128945"
"Singapore East Coast Park Singapore";"1.3007842,103.91218660000004"
"Singapore Blk 33 Marine Crescent";"1.302815,103.91199200000005"
" ERROR! Input:Singapore Lisa Crib"
"Singapore Malacca Strait";"1.297198,103.88114799999994"
"Singapore Babalicious";"1.3012306,103.91294370000003"
"Singapore Block 30 Marine Crescent";"1.304319,103.91100699999993"
"Singapore Marina Garden";"1.2815683,103.86361320000003"
"Singapore Moomoo Home";"1.437315,103.84178300000008"
"Singapore Tokyo Japan";"35.65759,139.73425900000007"
"Singapore Bedok 85";"1.3317387,103.93855499999995"
"Singapore Eastcoast Park";"1.3007842,103.91218660000004"
"Singapore Coffeebean @ East Coast Park";"1.3011994,103.91300269999999"
"Singapore Scruffy Murphys";"1.301206,103.91337999999996"
"Singapore Tung Lok Seafood";"1.300716,103.83999599999993"
"Singapore Semei";"1.3426626,103.95380849999992"
"Singapore McDonalds ECP";"1.3015778,103.91288340000006"
"Singapore The Coffee Bean &amp";"1.275896,103.84591699999999"
" Tea Leaf@East Coast";"33.7578061,-118.1084897"
"Singapore West Coast";"1.303687,103.765943"
"Singapore Marine Crescent Blk 32";"1.303276,103.91175299999998"
"Singapore Chophouse";"1.2633946,103.82156029999999"
"Singapore Blk 31 Marine Crescent";"1.303837,103.911205"
"Singapore Lagoon @ East Coast Park";"1.306833,103.93498999999997"
"Singapore 11 Unity Street";"1.2919987,103.8414424"
"Singapore East Coast Park Carpark C2";"1.3007842,103.91218660000004"
"Singapore East Coast Park Bbq Pit C19";"1.3007842,103.91218660000004"
"Singapore Marina Bay beach";"1.2835627,103.86068720000003"
"Singapore Fitness @ Marine Parade";"1.30161,103.90685000000008"
" ERROR! Input:Singapore 34 Marat�n Valencia Trinidad Alfonso"
"Singapore Marine Cressent";"1.3045587,103.9118939"
"Singapore East Coast Skatepark";"1.3083754,103.93886640000005"
"Singapore Mr Briyani House";"1.303651,103.87233040000001"
"Singapore Pentatonix Live in Singapore at Sands Theatre, MBS";"1.2835627,103.86068720000003"
"Singapore Hvper Sport";"1.2995516,103.90673879999997"
"Singapore East Coast Park Beach Zone C";"1.3007842,103.91218660000004"
" ERROR! Input:Singapore My Windy Home at Block 33 Marine Crescent"
"Singapore Changi Airport";"1.3644202,103.99153079999996"
"Singapore Singapore Changi International Airport....";"1.3644202,103.99153079999996"
"Singapore Singapore Changi International Airport Terminal 2";"1.3644202,103.99153079999996"
"Singapore Singapore Changi Airport Terminal 3 Departure Hall";"1.356428,103.98686199999997"
"Singapore Singapore Changi International Airport Terminal 2";"1.3644202,103.99153079999996"
"Singapore Singapore Changi Airport T2 Departure Hall";"1.355385,103.989148"
"Singapore Changi International Airport T3, Singapore";"1.3644202,103.99153079999996"
"Singapore Changi Terminal 2";"1.3551531,103.98887880000007"
"Singapore Terminal 3";"1.355897,103.98586499999999"
"Singapore Singapore Changi Airport Terminal 3";"1.3644202,103.99153079999996"
" ERROR! Input:Singapore Changi Int Airport Teminal 2"
"Singapore Swensens at Changi Airport Terminal 2";"1.355855,103.98958600000003"
"Singapore Hello Kitty Orchid Garden at Changi Airport T3";"1.3562145,103.98635209999998"
"Singapore Changi Airport Terminal 2 ????????";"1.3644202,103.99153079999996"
"Singapore Terminal 2 Departure Hall";"1.355322,103.988337"
"Singapore Changi International Airport (SIN)";"1.3644202,103.99153079999996"
"Singapore Singapore Changi Airport, Terminal 2";"1.3550069,103.98849840000003"
"Singapore Hello Kitty Orchid Garden Cafe, Changi Airport T3";"1.3562145,103.98635209999998"
"Singapore Singapore Changi Airport, Terminal 3, Boarding Gate A13.";"1.3644202,103.99153079999996"
"Singapore Changi Airport";"1.3644202,103.99153079999996"
"Singapore Hello Kitty Secret Garden at Changi Airport Terminal 3";"1.3562145,103.98635209999998"
"Singapore Singapore Airlines SilverKris Lounge, Terminal 3, Changi Airport";"1.3555124,103.98559239999997"
"Singapore Itacho Sushi @ Changi Airport Terminal 3";"1.3561859,103.98647549999998"
"Singapore Singapore Changi International Airport, Terminal 3";"1.3644202,103.99153079999996"
"Singapore Starbucks @ Changi Airport T2";"1.3558283,103.98883879999994"
