"Input";"Coordinates"
"Singapore Timbre";"1.288533,103.85093600000005"
"Singapore The Interlace Condo";"1.2817711,103.80253500000003"
"Singapore The Interlace";"1.2817711,103.80253500000003"
"Singapore Seletar Mall";"1.3921471,103.87592540000003"
"Singapore Ma Maison at Anchorpoint";"1.299094,103.85587499999997"
"Singapore Gillman Village";"1.2783906,103.80437660000007"
"Singapore SP Jain School of Global Management";"1.2799913,103.8015646"
"Singapore Keng Eng Kee Seafood";"1.2857419,103.80363220000004"
"Singapore The Carvery, Park Hotel Alexandra";"1.2874226,103.8053281"
"Singapore The Anchorage";"1.289179,103.80485699999997"
"Singapore Mercedes Benz @ Alexandra";"1.2902334,103.80806849999999"
"Singapore Immanuel French Kitchen";"1.2861898,103.80485999999996"
"Singapore Anchorpoint, Singapore";"1.2887553,103.80509849999999"
"Singapore Jalan Rumah Tinggi";"1.2882415,103.80921360000002"
"Singapore Southern Ridges - Forest Walk";"1.2801016,103.80299489999993"
"Singapore Atmosphere Caf� Bistro";"1.2875518,103.80518559999996"
"Singapore Lengkok Bahru";"1.2868031,103.81359429999998"
"Singapore MacRitchie Reservoir";"1.3447621,103.82235059999994"
"Singapore MacRitchie Reservoir Boardwalk";"1.3447621,103.82235059999994"
"Singapore Lornie Trail";"1.3410627,103.82865719999995"
"Singapore Lakeview";"1.3487043,103.83484959999998"
"Singapore Lake View Estate";"1.3487043,103.83484959999998"
"Singapore Drama Centre Theatre @ National Library Buliding";"1.2976822,103.85420870000007"
"Singapore HSBC treetop walk @ Macritchie";"1.3607287,103.8125215"
"Singapore ??????";"1.352083,103.81983600000001"
"Singapore MacRitchie-Stausee";"1.3447621,103.82235059999994"
" ERROR! Input:Singapore Syonan Jinja"
"Singapore Jungle";"1.2980112,103.78746950000004"
"Singapore Joo Chiat Terrace";"1.3148068,103.90288140000007"
"Singapore Taman Permata";"1.3513066,103.83404659999997"
"Singapore Lakeview Upperthomson";"1.3487043,103.83484959999998"
"Singapore Upper Thomson,singapore";"1.3728883,103.82851129999995"
"Singapore Chemperai Trail";"1.3447621,103.82235059999994"
"Singapore Petai Trail";"1.3447621,103.82235059999994"
"Singapore Little Part One Cafe";"1.3551394,103.83018500000003"
"Singapore Sri Sivan Temple, Geylang East Central, Singapore";"1.318443,103.88873390000003"
"Singapore Bright Hill Crescent, Singapore";"1.3569401,103.83315670000002"
"Singapore ??????";"1.352083,103.81983600000001"
"Singapore Macritchie Reservoir Prunus Trail Boardwalk";"1.3447621,103.82235059999994"
"Singapore St Theresas Home Singapore";"1.3466172,103.8373206"
"Singapore ???-?????";"1.352083,103.81983600000001"
"Singapore Macritchie Treetop Walk";"1.3607287,103.8125215"
"Singapore Alodge";"1.277532,103.83163100000002"
"Singapore Macritchie Fitness Park";"1.3447621,103.82235059999994"
"Singapore Hai Lam Sua Tee Kong Toa Temple";"1.3505816,103.8358164"
"Singapore Jalan Pelatina";"1.3509368,103.8346689"
"Singapore Macritchie Reservoir Park, Singapore";"1.3447621,103.82235059999994"
"Singapore Wellington  Circle Sembawang";"1.4526322,103.82177630000001"
"Singapore &lt";"1.352083,103.81983600000001"
"3 Home Sweet Home &lt";"30.247259,-92.01009399999998"
"3";"40.81970279999999,-74.11878239999999"
"Singapore Mcrichie";"1.3447621,103.82235059999994"
"Singapore Bus 980";"1.3571216,103.82890640000005"
"Singapore Toa Pa Yoh Hub";"1.3322562,103.84853909999993"
"Singapore SOS";"1.296265,103.85311100000001"
"Singapore ??????";"1.352083,103.81983600000001"
"Singapore Tree Top Walk, Singapore";"1.3607287,103.8125215"
"Singapore Disingapore";"1.2914319,103.86390970000002"
" ERROR! Input:Singapore Panasnyamintaampun"
"Singapore MacRitchie Reservoir";"1.3447621,103.82235059999994"
"Singapore My awesome room! :D";"1.280124,103.84715729999994"
"Singapore Tan Teck Seng Hospital";"1.3207881,103.84615400000007"
"Singapore Ice Age 2 Cafe";"1.3620951,103.88526030000003"
"Singapore Healthy Life";"1.332302,103.89546789999997"
"Singapore My Place of Zen &amp";"1.2878549,103.8479797"
" Peace";"41.7161613,-88.27177990000001"
"Singapore Bus 165";"1.345588,103.95885190000001"
"Singapore Fatboy";"1.2990346,103.84633830000007"
"Singapore Singapore,singapore City";"1.3553794,103.86774439999999"
"Singapore Maplewoods Condo";"1.3338765,103.78520060000005"
"Singapore The Cascadia";"1.4079483,103.89738319999992"
"Singapore Floridian";"1.3334747,103.78622500000006"
"Singapore Singpore";"1.352083,103.81983600000001"
" ERROR! Input:Singapore 2XU Compression Run 2015"
"Singapore The nexus Condo";"1.3344211,103.78689750000001"
" ERROR! Input:Singapore Open Field Old Holland Road"
"Singapore Wilby Residence Bukit Timah";"1.3321565,103.78839960000005"
"Singapore Wilby Bukit Timah";"1.3321565,103.78839960000005"
"Singapore Tan Chong Motor Bukit Timah";"1.3335555,103.78895069999999"
"Singapore Old Holland Road";"1.3296495,103.78653919999999"
"Singapore Wilby, Bukit Timah, Singapore";"1.3321565,103.78839960000005"
"Singapore Dunearn Rd";"1.3257813,103.80856719999997"
"Singapore Wilby Residences Singapore";"1.29806,103.852573"
"Singapore Eleven @ Holland";"1.3285695,103.78927410000006"
"Singapore Brizay Park, Singapore";"1.3313328,103.78679320000003"
"Singapore The Nexus @ Bukit Timah";"1.3344211,103.78689750000001"
" ERROR! Input:Singapore Super Import Night 2016 Bigbox"
"Singapore Pool Side At Maplewoods";"1.3338765,103.78520060000005"
"Singapore Jems Place SG";"1.3019552,103.83824630000004"
"Singapore Bukit Timah Rd";"1.3227992,103.81510630000002"
"Singapore Mgs Blackmore";"1.332891,103.78341190000003"
"Singapore Pepperoni Pizzeria at Binjai Park";"1.3356909,103.78673000000003"
"Singapore Swissotel,Singapore";"1.2933536,103.85355979999997"
"Singapore Bukitimah";"1.3294113,103.80207769999993"
" ERROR! Input:Singapore The Cascadia Condo"
"Singapore Singgapore";"1.352083,103.81983600000001"
"Singapore Floridian @ 969 Bukit Timah";"1.3334747,103.78622500000006"
"Singapore 953 The Nexus @ Bukit Timah Road";"1.3344211,103.78689750000001"
" ERROR! Input:Singapore The Cascadia @ Bukit Timah"
"Singapore Mapplewood Bukit Timah Road";"1.3338765,103.78520060000005"
"Singapore Singapore Zoo";"1.4043485,103.79302299999995"
"Singapore The Nexus";"1.3344211,103.78689750000001"
"Singapore Starbucks Coronation Plaza 24 Hours Bukit Timah Singapore";"1.3338765,103.78520060000005"
"Singapore Starbucks Coronation Plaza 24 Hours Bukit Timah Singapore";"1.3334747,103.78622500000006"
"Singapore The Strength Institute";"1.3042704,103.8094939"
"Singapore The Strength Institute";"1.3237468,103.81037029999993"
"Singapore The Strength Institute";"1.333639,103.78865999999994"
"Singapore The Strength Institute";"1.3116713,103.7948192"
"Singapore The Strength Institute";"1.373526,103.76317900000004"
"Singapore The Strength Institute";"1.330375,103.78768500000001"
"Singapore Bugis Junction";"1.2993425,103.85553540000001"
"Singapore 989 Bt Timah Road Maplewoods";"1.3338765,103.78520060000005"
"Singapore Maplewoods Condominium";"1.3338765,103.78520060000005"
"Singapore Bus 77";"1.3283367,103.88547140000003"
"Singapore Caltex";"1.3267753,103.84525600000006"
"Singapore Brizay Park";"1.3313328,103.78679320000003"
"Singapore Grand Copthorne Waterfront Hotel";"1.2902491,103.83513459999995"
"Singapore Common Man Coffee Roasters";"1.288878,103.83449100000007"
"Singapore Common Man Coffee Roasters";"1.2918252,103.83840940000005"
"Singapore Furama RiverFront, Singapore";"1.2880788,103.83594719999996"
"Singapore Spize @ River Valley";"1.295265,103.82997369999998"
"Singapore Common Man Coffee Roasters";"1.2918252,103.83840940000005"
"Singapore Great World City";"1.293477,103.83197700000005"
"Singapore Sin Lee Foods";"1.287403,103.83102580000002"
"Singapore Tiong Bahru Bakery";"1.2937417,103.85402279999994"
"Singapore Plain Vanilla Bakery";"1.2823874,103.83053589999997"
"Singapore Forty Hands";"1.2828215,103.83041879999996"
"Singapore Tobys Estate Coffee";"1.290007,103.83731039999998"
"Singapore Tiong Bahru Plaza";"1.2862951,103.82722869999998"
"Singapore Tiong Bahru Market";"1.2848631,103.83232320000002"
"Singapore BooksActually";"1.2825709,103.83033499999999"
"Singapore Tiong Bahru Hawker Centre";"1.2854259,103.83854410000004"
"Singapore ButterScotch";"1.2848631,103.83232320000002"
"Singapore ButterScotch";"1.2835422,103.81645090000006"
"Singapore Open Door Policy";"1.2827445,103.83011499999998"
"Singapore Chapter 55";"1.2841761,103.83438109999997"
"Singapore Tobys Estate Coffee (Asia)";"1.290007,103.83731039999998"
"Singapore Eiffel Tower";"48.85837009999999,2.2944813000000295"
"Singapore Four Points by Sheraton Singapore, Riverview";"1.2891728,103.83665799999994"
"Singapore Grand Copthorne Waterfront Hotel";"1.2902491,103.83513459999995"
"Singapore The Bakery Chef";"1.2840376,103.81610590000003"
"Singapore Forty Hands";"1.2828215,103.83041879999996"
"Singapore The Orange Thimble";"1.284442,103.83363659999998"
"Singapore PS.Cafe Petit";"1.283416,103.83106099999998"
"Singapore Copthorne Kings Hotel Singapore";"1.2882482,103.83664769999996"
"Singapore M Social Singapore";"1.2906617,103.83722829999999"
"Singapore Tiong Bahru Market And Food Centre";"1.2848631,103.83232320000002"
"Singapore Bincho at Hua Bee";"1.2835802,103.83038480000005"
"Singapore Wine Bar @ Zouk";"1.290833,103.84600899999998"
"Singapore Drips Bakery Cafe";"1.290671,103.84603300000003"
"Singapore Drips Bakery Cafe";"1.3222898,103.7705952"
"Singapore Zion Riverside Food Centre";"1.2924504,103.83113600000001"
"Singapore Robertson Quay, Singapore";"1.2912564,103.8420506"
"Singapore Under The Sea";"1.258305,103.82047"
"Singapore PS.Cafe at Martin 38";"1.2921797,103.8378702"
"Singapore Drips Bakery Cafe @ Tiong Bahru";"1.2836307,103.83393189999993"
"Singapore Ikoi Japanese Restaurant";"1.28832,103.83744879999995"
"Singapore Cream &amp";"1.2812647,103.84577590000004"
" Custard";"47.614275,-122.31467299999997"
"Singapore Flock Cafe";"1.2835395,103.83028009999998"
"Singapore Hotel Miramar Singapore Limited";"1.2883197,103.83744639999998"
"Singapore BooksActually";"1.2825709,103.83033499999999"
"Singapore The Tastemaker Store";"1.2889757,103.82848130000002"
"Singapore Redhill Hawker Centre";"1.287294,103.81818290000001"
"Singapore The Dispensary";"1.26448,103.81870400000003"
"Singapore ITE College West";"1.3748868,103.75180509999996"
"Singapore Hongkong Disneyland";"22.3129666,114.04128190000006"
"Singapore Pioneer Junior College";"1.384627,103.75395100000003"
"Singapore Blk 151, Jalan Teck Whye";"1.3784559,103.75729799999999"
"Singapore Pioneer Junior College";"1.384627,103.75395100000003"
"Singapore Jalan Teck Whye";"1.3801492,103.75731250000001"
"Singapore Teck Whye Secondary School";"1.3831686,103.75516579999999"
"Singapore Teck Whye Avenue";"1.3812243,103.75396619999992"
"Singapore Teck Whye Lane";"1.3793035,103.75259000000005"
"Singapore Teck Whye Lane.";"1.3793035,103.75259000000005"
"Singapore Temasek Tourism Academy";"1.3456614,103.93284749999998"
"Singapore Rasa-Rasa 160a Jalan Teck Whye";"1.3803488,103.75737690000005"
"Singapore Teck Whye Lane, Singapore";"1.3793035,103.75259000000005"
"Singapore Bukit Batok Fire Station";"1.3735981,103.75262429999998"
"Singapore Hillsta";"1.376239,103.75640099999998"
"Singapore Pavilion Circle";"1.3710837,103.75148139999999"
"Singapore Teck Whye Lane Blk 101";"1.377895,103.75423"
"Singapore Sinaran Seafood &amp";"1.37767,103.75556699999993"
" Catering Service";"38.9847207,-77.0270491"
"Singapore Teck Whye Crescent";"1.3825412,103.75335700000005"
"Singapore ITE College West Auditorium";"1.3748868,103.75180509999996"
"Singapore Bikini Bottom";"1.2934287,103.83200770000008"
"Singapore Stagmont Camp";"1.3847296,103.75262040000007"
"Singapore Chua Chu Kang Community Centre";"1.3812688,103.75183949999996"
"Singapore Bukit Batok 4th HQ Division";"1.3730243,103.75237219999997"
"Singapore Methodist Church of The Incarnation";"1.3798874,103.75365799999997"
" ERROR! Input:Singapore Holy Shit"
"Singapore Blk 143 Teck Whye Coffee Shop";"1.3803586,103.75342009999997"
"Singapore ITE College West Event Piazza";"1.3748868,103.75180509999996"
"Singapore Teck Whye Primary School";"1.3837636,103.75371740000003"
"Singapore SweetLovingHome";"1.3012586,103.83856059999994"
"Singapore McDonalds Chua Chu Kang CC";"1.3811561,103.75208629999997"
"Singapore Saz Home";"1.318752,103.63947499999995"
"Singapore Perth, Australia";"-31.9407092,115.9747228"
"Singapore ITE Amber@West";"1.374852,103.75174600000003"
"Singapore Phillipines";"14.4847751,121.02324139999996"
"Singapore Teck Whye LRT Station";"1.376823,103.75290700000005"
