"Input";"Coordinates"
"Singapore 3M Innovation Pte Ltd";"1.3369599,103.64243390000001"
"Singapore Procter &amp";"1.3062205,103.79122689999997"
" Gamble";"41.3916988,-76.94126010000002"
"Singapore Zhujiang river (guangzhou)Tiongkok";"22.7694444,113.62166669999999"
" ERROR! Input:Singapore Tuas Checkpoint Arrival Car (A2)"
"Singapore Western Digital Media";"1.352113,103.94183199999998"
"Singapore Tuas West Depot";"1.3416605,103.63943280000001"
"Singapore Real Food Cafe";"1.3007013,103.83975869999995"
"Singapore NEWater Visitor Centre";"1.3242462,103.95867720000001"
"Singapore Laguna 88";"1.3221243,103.95851229999994"
"Singapore Udders &amp";"1.3133589,103.9276413"
" Kook";"35.756659,-80.785324"
"Singapore Eastwood Regency";"1.3214977,103.95793909999998"
"Singapore NewWater";"1.3242462,103.95867720000001"
"Singapore Eastwood Way";"1.3218063,103.95690239999999"
"Singapore Eastwood Way";"1.3225692,103.95790149999993"
"Singapore Bedok Garden, Singapore";"1.3230091,103.95294330000002"
"Singapore Bedok NEWater Plant";"1.3242462,103.95867720000001"
"Singapore Saint Andrew Village";"1.3312299,103.86618980000003"
"Singapore Laguna88";"1.3221243,103.95851229999994"
"Singapore Eastwood Green";"1.322894,103.95624909999992"
"Singapore Bedok Ria Park";"1.3270381,103.95231390000004"
"Singapore Eastwood Walk";"1.32249,103.95675080000001"
"Singapore Eastwood Playground";"1.3214977,103.95793909999998"
"Singapore Sungei Bedok";"1.3240113,103.93017250000003"
"Singapore Bedok Newater Factory";"1.3242462,103.95867720000001"
"Singapore Newwater Plant Changi";"1.3161796,104.00439559999995"
"Singapore 46 Eastwood Road";"1.3221243,103.95851229999994"
"Singapore Laguna 88 Condo, Eastwood Road";"1.3221243,103.95851229999994"
"Singapore The New Water";"1.3242462,103.95867720000001"
"Singapore New Water";"1.3242462,103.95867720000001"
"Singapore 48 Eastwood Green";"1.323291,103.9567859"
"Singapore 32 Eastwood green";"1.32301,103.95642499999997"
"Singapore Eastwood Haven";"1.3797665,103.96276050000006"
" ERROR! Input:Singapore Eastwood PCN"
"Singapore 31 Eastwood Walk";"1.322587,103.95673399999998"
" ERROR! Input:Singapore Toh Residence @ Eastana"
"Singapore East Coast Road";"1.3090566,103.91269060000002"
"Singapore 9 Eastwood Way";"1.323532,103.95705799999996"
"Singapore My Bed";"1.365357,103.865226"
"Singapore Bedok Newwater Factory";"1.3242462,103.95867720000001"
" ERROR! Input:Singapore ma maarif kawedusan-ponggok-blitar"
"Singapore Newater Factory";"1.3161796,104.00439559999995"
"Singapore Botanical Garden";"1.3138397,103.81591359999993"
" ERROR! Input:Singapore Atas Bintang Yg Paling Terang di Sore Hari"
"Singapore The New Water Visitor Centre";"1.3242462,103.95867720000001"
"Singapore 35 Eastwood Walk";"1.322773,103.95659699999999"
"Singapore Chinese tuition ?????";"1.434638,103.83835099999999"
" ERROR! Input:Singapore Jelly Bee by OLT"
"Singapore Larbodor Park";"1.2665734,103.8025834"
" ERROR! Input:Singapore Eastana at Eastwood"
"Singapore Blk 110 Lengkong Tiga";"1.3237971,103.91079390000004"
" ERROR! Input:Singapore Eastwood Canel"
"Singapore @ New Water Visitor Center";"1.3242462,103.95867720000001"
"Singapore National Service Resort &amp";"1.3179053,103.97422319999998"
" Country Club";"40.63755219999999,-112.29616229999999"
"Singapore Bedok, Singapore";"1.3236038,103.92734050000001"
"Singapore NSRCC, Safra Resort";"1.3185551,103.97401430000002"
"Singapore National Sailing Centre";"1.315317,103.96189000000004"
"Singapore NSRCC Tanah Merah Chalet";"1.3179053,103.97422319999998"
"Singapore Laguna National Golf &amp";"1.3238849,103.963257"
" Country Club";"40.63755219999999,-112.29616229999999"
"Singapore Laguna National, Singapore";"1.3238849,103.963257"
"Singapore Nsrcc :)";"1.3179053,103.97422319999998"
"Singapore NSRCC Bungalow";"1.3179053,103.97422319999998"
" ERROR! Input:Singapore Eastern Bunkering Bravo(AEBB)"
"Singapore NSRCC Bowling Centre";"1.3176376,103.97420920000002"
"Singapore NRSCC";"1.3179053,103.97422319999998"
" ERROR! Input:Singapore AEBA(singapore anchorage)"
"Singapore East Coast Park Area H";"1.3007842,103.91218660000004"
"Singapore NSRCC Bungalow Chalet";"1.3179053,103.97422319999998"
"Singapore The Nest - Laguna National Golf and Country Club";"1.3238849,103.963257"
"Singapore Six Pipes Jetty";"1.3139392,103.96361449999995"
"Singapore Coastal Park Connector";"1.3440798,103.99458900000002"
"Singapore NSRCC Changi";"1.3179053,103.97422319999998"
" ERROR! Input:Singapore East Coast Park Double Jetty"
"Singapore Nsrcc 10 Changi Coast Walk Singapore 499739";"1.3179053,103.97422319999998"
"Singapore Masters Course Laguna National Country Club";"1.3238849,103.963257"
"Singapore Changi Coastal Park Connector";"1.3475807,103.99610289999998"
"Singapore The Nest at Laguna National";"1.3238849,103.963257"
"Singapore Le Freeport Singapore";"1.3450265,103.97130770000001"
"Singapore NSRCC Changi Beach";"1.3179053,103.97422319999998"
"Singapore Japanese Izakaya Enmaru Sushi Sashimi Bar @ Laguna Golf &amp";"1.32388,103.963164"
" Country Club";"40.63755219999999,-112.29616229999999"
"Singapore Classic Golf Course in Laguna National Golf and Country Club";"1.3238849,103.963257"
"Singapore 10 Changi Coast Walk";"1.3179033,103.97422699999993"
"Singapore Laguna Golf And Country Club";"1.3238849,103.963257"
"Singapore NSRCC Changi Bungalow Chalet 10";"1.3179053,103.97422319999998"
"Singapore Safra resort chalet - Changi";"1.3179053,103.97422319999998"
"Singapore Laguna Country Club";"1.3238849,103.963257"
"Singapore Cheerpygal Home Sweet Home???";"1.304377,103.83388000000002"
"Singapore The Beast - World Classic Course @ Laguna National";"1.3238849,103.963257"
"Singapore Angsana Resort &amp";"1.3438157,103.7748388"
" Spa Bintan";"1.0316083,104.65657639999995"
"Singapore Safra Resort &amp";"1.3185551,103.97401430000002"
" Country Club";"40.63755219999999,-112.29616229999999"
" ERROR! Input:Singapore Nsrcc Safra Resort Chalet - Bungalow 39P"
"Singapore Tenah Merah Country Club";"1.3273896,103.9709997"
"Singapore The Championship";"1.3458166,103.79523419999998"
"Singapore Changi Costal Road";"1.3489413,103.99645699999996"
"Singapore Longkang 6 Ecp";"1.3007842,103.91218660000004"
"Singapore South China Sea";"15.488092,114.40475400000003"
"Singapore Tanah Merah Beach";"1.3783333,104.00027780000005"
"Singapore Backstage Photography";"1.2997486,103.8401824"
"Singapore Bungalow 26 @ NSRCC";"1.3179053,103.97422319999998"
"Singapore Bungalow 24 @ Nsrcc";"1.4253923,103.7300007"
"Singapore Zuellig Pharma";"1.3179053,103.97422319999998"
"Singapore Zuellig Pharma";"1.3530435,103.97285529999999"
"Singapore Hijrahstory";"1.351793,103.97276299999999"
" ERROR! Input:Singapore Pan Asia Logistic Centre @ 21 Changi North Way"
"Singapore Pan Asia Logistic Centre @ 21 Changi North Way";"1.3533759,103.973971"
"Singapore Panalpina, No.16 Changi North Way";"1.351793,103.97276299999999"
"Singapore Pan Asia Logistics";"1.327466,103.87078599999995"
"Singapore Panalpina World Transport (S) Pte Ltd";"1.351793,103.97276299999999"
"Singapore Singapore Changi Airport Private Jet Operations Centre";"1.3644202,103.99153079999996"
"Singapore Futar Enterprise Pte Ltd";"1.3527149,103.97383160000004"
" ERROR! Input:Singapore 28 Changi North Rise"
"Singapore 28 Changi North Rise";"1.3483369,103.97018000000003"
"Singapore 4 Fingers at Changi T3";"1.3561874,103.98655869999993"
"Singapore Changi Prison Transit Centre";"1.3568832,103.97212579999996"
"Singapore Linxens";"1.351521,103.97441900000001"
"Singapore Telin";"1.2643246,103.8203062"
"Singapore FUTAR";"1.3527149,103.97383160000004"
" ERROR! Input:Singapore SQ237"
"Singapore 7-11 Distribution Centre";"1.3925369,103.74303380000003"
"Singapore Changi Prison Headquarter";"1.3568832,103.97212579999996"
"Singapore Changi Airport T3 SQ213";"1.3644202,103.99153079999996"
"Singapore Changi Airport Terminal 2 Basement Airport Pass";"1.355322,103.988337"
"Singapore Travel";"1.3031181,103.86181720000002"
" ERROR! Input:Singapore SQ308 Boeing 777-300ER"
" ERROR! Input:Singapore Spear Base Shooting Range"
"Singapore Airport Pass Office @ Changi Airport T2";"1.3644202,103.99153079999996"
"Singapore Telin Data Center - Changi";"1.2643246,103.8203062"
"Singapore Prison Transit Centre";"1.3568832,103.97212579999996"
"Singapore 11 Changi North Way";"1.353027,103.97187699999995"
"Singapore QR947 to Doha";"1.283423,103.84987799999999"
"Singapore Butterfly Shoppy";"1.334263,103.88582599999995"
"Singapore Golden City Batam, Indonesia";"1.1616237,104.03675550000003"
" ERROR! Input:Singapore Sq830 Runway, Changi"
"Singapore Leith Park";"1.3621131,103.8741344"
"Singapore Singapore Changi Airport T2 Apd Office";"1.3432228,103.9806423"
"Singapore Signapore Airport";"1.3644202,103.99153079999996"
"Singapore Changi Prison Cluster C";"1.3568832,103.97212579999996"
"Singapore PanAsia Logistics 21 Changi North Way";"1.3533759,103.973971"
"Singapore Zuellig Pharma - ssg Warehse";"1.353167,103.97288900000001"
"Singapore 30 Changi North Way";"1.3530924,103.96570659999998"
"Singapore 30 Changi North Way";"1.3530313,103.9748591"
"Singapore JEL Centre";"1.353027,103.97187699999995"
"Singapore On Board GA 825";"1.3001095,103.7881367"
"Singapore Popeyes @ T3";"1.3209632,103.8442708"
" ERROR! Input:Singapore Zuellig Pharma Medical Device Dept. ( Bad Boyz )"
"Singapore Playground at Changi Termainal 3";"1.362159,103.990051"
"Singapore La Marelle Caf� &amp";"1.301198,103.85978799999998"
" Boutique";"40.2775632,-111.73511430000002"
"Singapore Bishan Stadium";"1.354464,103.85153459999992"
"Singapore Mellben Seafood Toa Payoh";"1.3404005,103.85375290000002"
"Singapore Borobudur Temple, Yogyakarta";"-7.6078738,110.20375130000002"
"Singapore Gymmboxx";"1.3499251,103.85084219999999"
"Singapore Singapore Press Holdings Ltd";"1.2914238,103.84481340000002"
"Singapore Starbucks @ Bishan CC";"1.349938,103.85060399999998"
"Singapore Bishan St, Singapore";"1.3522371,103.8481524"
"Singapore Bishan Sports Hall";"1.3555916,103.85098259999995"
"Singapore BCA Academy";"1.34439,103.85852699999998"
"Singapore Sji Bishan Campus";"1.322914,103.82859099999996"
"Singapore Sky Habitat";"1.352312,103.85168720000001"
"Singapore Masjid An-Nahdhah";"1.3534284,103.85117049999997"
"Singapore Uncle Leong Seafood @ Toa Payoh Lor 8";"1.3401945,103.85807390000002"
"Singapore Australian International School";"1.3481584,103.85946769999998"
"Singapore Islamic Religious Council of Singapore (MUIS)";"1.3428081,103.85232199999996"
"Singapore Niche Savoureuse";"1.3377855,103.8442771"
"Singapore Sensual Nails Spa";"1.3489287,103.84930120000001"
"Singapore Toa Payoh Park";"1.3307585,103.84717679999994"
" ERROR! Input:Singapore Hidden Leaf Village Konahagakure"
"Singapore Toa Payoh Lorong 8 Blk 223";"1.3412809,103.85551090000001"
"Singapore Guangyang Secondary School";"1.344693,103.85056600000007"
"Singapore Grinaffair";"1.348942,103.84869900000001"
"Singapore Kuo Chuan Presbyterian Secondary School";"1.350135,103.85490700000003"
"Singapore Bishan St12";"1.3458665,103.85057570000004"
"Singapore Beatty Secondary School";"1.34154,103.85195599999997"
"Singapore Bishan Community Club";"1.3498571,103.85085559999993"
"Singapore National Orchid Garden, Botanic Gardens";"1.3117595,103.81475009999997"
"Singapore Zion Bishan Bible-Presbyterian Church";"1.3470639,103.85491609999997"
"Singapore WooW";"1.351865,103.842894"
"Singapore ??? Kim San Leng";"1.3492216,103.84996610000007"
"Singapore GymBoxxx BishaN";"1.3499251,103.85084219999999"
"Singapore Millian";"1.2646564,103.8250296"
"Singapore Bishan Loft Condo";"1.34725,103.85244499999999"
"Singapore SPH Singapore Press Holdings";"1.3432148,103.8485028"
"Singapore Muhajirin Mosque";"1.3429511,103.8519708"
"Singapore Sentosa Candylicious Singapore";"1.25665,103.82038799999998"
"Singapore Gymboxx Bishan";"1.3499251,103.85084219999999"
"Singapore Big Berns American Grill";"1.3431768,103.85130619999995"
"Singapore Smrt Bishan Depot";"1.3551897,103.85438220000003"
"Singapore Ming Kee Chicken Rice @ Kim San Leng";"1.3492216,103.84996610000007"
"Singapore Teochew Cuisine Restaurant, 212 Lorong 8 Toa Payoh";"1.340594,103.85470729999997"
"Singapore The Arena";"1.342257,103.86749299999997"
"Singapore Monako Seafood Deli";"1.3009465,103.84276539999996"
"Singapore Gymmboxx XL";"1.3499251,103.85084219999999"
"Singapore Kuo Chuan Secondary School";"1.350135,103.85490700000003"
"Singapore The Living Room - Zion Bishan";"1.347062,103.85471230000007"
"Singapore Jurong Point";"1.4043485,103.79302299999995"
"Singapore Jurong Point";"1.3394861,103.70655850000003"
"Singapore Legendary Hong Kong";"1.3394861,103.70655850000003"
"Singapore Legendary Hong Kong";"1.3390657,103.70570309999994"
"Singapore Legendary Hong Kong";"1.3395626,103.70574629999999"
"Singapore Legendary Hong Kong";"1.33942,103.70536190000007"
"Singapore Fish &amp";"1.303565,103.83553589999997"
" Co. Jurong Point";"1.340143,103.70655399999998"
"Singapore Jurong West Central 1";"1.3429859,103.70561050000003"
"Singapore Starbucks - Jurong Point";"1.339935,103.70620499999995"
"Singapore Seoul Garden at Jurong Point";"1.3387467,103.70480329999998"
"Singapore Pizza Hut @ Jurong Point";"1.3400443,103.70628169999998"
"Singapore Monster Curry at Jurong Point";"1.339348,103.70583199999999"
"Singapore McDonalds Jurong Central Park";"1.3391895,103.70867640000006"
"Singapore The Centris";"1.339345,103.70598399999994"
"Singapore Ambush @ Jurong Point";"1.3394861,103.70655850000003"
"Singapore The Coffee Bean &amp";"1.275896,103.84591699999999"
" Tea Leaf - Jurong Point 1";"1.339477,103.70702299999994"
"Singapore Bakerzin Jurong Point";"1.345871,103.75089739999999"
"Singapore Starbucks Singapore";"1.3616635,103.99132259999999"
"Singapore Jurong West Secondary School";"1.3359257,103.70160280000005"
"Singapore ???? Legendary Hong Kong";"1.33942,103.70536190000007"
"Singapore MOF &amp";"1.3853931,103.7447972"
" LENAS @ Jurong Point";"1.3387743,103.70522900000003"
"Singapore Men-ichi Japanese Ramen";"1.3401584,103.70662629999993"
"Singapore Ayam Penyet Ria - Jurong Point 1";"1.339671,103.70693699999993"
"Singapore Poulet @ Jurong Point";"1.285362,103.84502099999997"
"Singapore Golden Village";"1.352277,103.94447860000002"
"Singapore Fighter Fitness Singapore - Pioneer";"1.334212,103.69721300000003"
"Singapore PUTIEN @ Jurong Point";"1.340124,103.70624299999997"
"Singapore Ichiban Sushi - Jurong";"1.3354773,103.74641280000003"
"Singapore ThaiExpress @ Jurong Point";"1.3331428,103.74021649999997"
"Singapore Jurong West Public Library";"1.3403319,103.70455659999993"
"Singapore Pioneer MRT Station";"1.3373141,103.69686360000003"
"Singapore GV @ Jurong Point";"1.340009,103.70637069999998"
"Singapore Cantine at Jurong Point";"1.3400861,103.70675860000006"
"Singapore The Manhattan FISH MARKET Singapore";"1.3007111,103.84490400000004"
"Singapore McDonalds Jurong Point";"1.3398558,103.70640389999994"
"Singapore McDonalds @ Jurong Point";"1.3398558,103.70640389999994"
"Singapore Brio - European Street Food &amp";"1.3395324,103.70670599999994"
" Coffee";"35.4576849,-86.05296039999996"
"Singapore Ji De Chi Dessert";"1.300304,103.84473600000001"
"Singapore Crystal Jade La Mian Xiao Long Bao @ Jurong Point";"1.3402715,103.7058604"
