"Input";"Coordinates"
"Singapore Cashew Heights";"1.373055,103.768236"
"Singapore Namsan Tower Seoul";"37.5511694,126.98822659999996"
"Singapore Karus Indian Banana Leaf Restaurant";"1.336644,103.78359699999999"
"Singapore Block 163 ke kou mian";"1.3769806,103.76445519999993"
"Singapore Fajar Spring";"1.384729,103.77107999999998"
"Singapore Ga Hock Seafood Eating House @ Upper Bukit Timah";"1.3778708,103.76308829999994"
"Singapore Ga Hock Seafood Eating House @ Upper Bukit Timah";"1.3729447,103.7632466"
"Singapore Buckaroo BBQ &amp";"1.376746,103.76184779999994"
" Grill";"32.795036,-96.80445099999997"
"Singapore Beautiful World";"1.2862784,103.85926870000003"
"Singapore Marina  Bay Floating Platform";"1.288153,103.85902799999997"
"Singapore Gangsa Road";"1.3776506,103.7662325"
"Singapore Takashimaya Ngee Ann City Orchard";"1.3025572,103.83456799999999"
"Singapore Singapore Zoo";"1.4043485,103.79302299999995"
"Singapore Hazel Park Condo";"1.372152,103.76406999999995"
"Singapore Starbucks Bukit Panjang Plaza";"1.3803685,103.76399519999995"
"Singapore Greenridge Secondary School";"1.38206,103.77383600000007"
"Singapore Bukit Panjang Hawker Centre &amp";"1.3775102,103.77241930000002"
" Market";"37.7766161,-122.41685359999997"
"Singapore Zhenghua Community Centre";"1.3865351,103.77182970000001"
"Singapore Singapore Flower Dome";"1.2846292,103.86469750000003"
"Singapore Covenant Evangelical Free Church";"1.4300102,103.79442330000006"
"Singapore Maysprings Condominium";"1.3774048,103.76331040000002"
"Singapore Segar Road";"1.388466,103.77109999999993"
"Singapore McDonalds Bukit Panjang Plaza";"1.3794029,103.76448349999998"
"Singapore Assumption Pathway School";"1.3700759,103.76619690000007"
"Singapore Eighteen Chefs";"1.3498266,103.87309140000002"
"Singapore Bukit Panjang (Lompang Road)";"1.3798496,103.76546800000006"
"Singapore Masjid Al Iman";"1.3781164,103.77277370000002"
"Singapore Bukit Panjang Plaza(bpp)";"1.3799315,103.76430110000001"
"Singapore Hongkong City";"1.2876671,103.84726990000001"
"Singapore Little India Singapore";"1.306347,103.85227929999996"
"Singapore The Bark Cafe";"1.3622362,103.97382620000008"
"Singapore Gel�re at Tampines One";"1.3542577,103.9450941"
"Singapore ??????";"1.352083,103.81983600000001"
"Singapore Tokyo Disneyland";"35.6306579,139.88286949999997"
"Singapore Loyang Tua Pek Kong Temple";"1.3710895,103.96975470000007"
"Singapore Lots Gourmet";"1.358772,103.96363100000008"
"Singapore Lots Gourmet";"1.3604646,103.97018939999998"
"Singapore Hedges Park Condominium Singapore";"1.3549552,103.96664639999995"
"Singapore Sinagpore City, Singapore";"1.3553794,103.86774439999999"
"Singapore Ballota Park";"1.3580439,103.96853520000002"
"Singapore Ferraria Park Condo";"1.3576255,103.96386459999997"
"Singapore Azalea Park Condominium";"1.3604378,103.9627547"
"Singapore Loyang Valley";"1.368623,103.970189"
"Singapore Avila Gardens";"1.3608957,103.96595130000003"
"Singapore Edelweiss Park Condominum @Flora Road, Singapore";"1.356739,103.968795"
"Singapore Parc Olympia";"1.3557729,103.96505100000002"
"Singapore Loyang Villas";"1.3635107,103.96599179999998"
"Singapore Lots Gourmet Shop";"1.3604646,103.97018939999998"
"Singapore Flora Drive";"1.3568062,103.96526489999997"
"Singapore Selarang Camp";"1.368566,103.97785729999998"
"Singapore Estella Gardens";"1.360058,103.96712869999999"
"Singapore  Loyang Point";"1.3669051,103.96450989999994"
"Singapore East Spring Secondary School";"1.3568208,103.96075169999995"
"Singapore The Inflora";"1.3558586,103.96592800000008"
"Singapore Palm Isles Condo Flora Drive";"1.3566821,103.96441170000003"
"Singapore Ion Orchard Singapore";"1.3041945,103.83178180000004"
"Singapore Siloso Beach";"1.2545582,103.81477870000003"
"Singapore The Gale Condo";"1.3588299,103.96716089999995"
"Singapore Dahlia Park@Flora Drive";"1.3590525,103.96569810000005"
"Singapore Palm Isles";"1.3566821,103.96441170000003"
"Singapore Under The Moonlight";"1.3738189,103.96570999999994"
"Singapore Porta Porta Italian Restaurant";"1.3606333,103.97038509999993"
"Singapore Pasir Ris Street 13";"1.3634435,103.9620893"
"Singapore the P.Q.R.S. Place";"36.1794747,-115.0465084"
"Singapore Loyang ???";"1.3757288,103.9741057"
"Singapore Edelweiss Park";"1.356739,103.968795"
"Singapore Changi Airport Terminal 1 Departure";"1.3612372,103.99019799999996"
"Singapore Brotzeit @ 313";"1.3011327,103.83817840000006"
"Singapore Changi Prison Complex";"1.3572716,103.97231579999993"
"Singapore Universal Studio, Sentosa";"1.2540421,103.82380839999996"
"Singapore Botanical Garden Singapore";"1.3138397,103.81591359999993"
"Singapore Pasir Ris St 21, Blk 205.";"1.366695,103.96312699999999"
"Singapore Changi Garden";"1.3607166,103.97059289999993"
"Singapore Tiong Bahru ???";"1.2869253,103.82842900000003"
"Singapore Palm Isles at Flora Drive By Frasers Centrepoint Homes";"1.3566821,103.96441170000003"
"Singapore National Stadium";"1.3043297,103.87433750000002"
"Singapore Home Team Academy";"1.371947,103.72085500000003"
"Singapore HTA - Home Team Academy";"1.371947,103.72085500000003"
"Singapore 40 SAR Keat Hong Camp";"1.3739628,103.71664099999998"
"Singapore Tengah Air Base";"1.3866037,103.70801929999993"
"Singapore Masjid Al-Firdaus";"1.3749608,103.7164732"
"Singapore Keat Hong Camp";"1.3739628,103.71664099999998"
"Singapore HTA, Harmony Hall";"1.371947,103.72085500000003"
"Singapore Cichlid Aquarium Supplies";"1.38249,103.72184600000003"
"Singapore Shooting Range @ HTA";"1.371947,103.72085500000003"
"Singapore Shooting Range @ HTA";"1.371947,103.72085500000003"
"Singapore Shooting Range @ HTA";"1.371947,103.72085500000003"
"Singapore Old Choa Chu Kang Road";"1.3539147,103.79357549999997"
"Singapore Old Choa Chu Kang Road";"1.371947,103.72085500000003"
"Singapore Old Choa Chu Kang Road";"1.3717863,103.70532109999999"
"Singapore Old Choa Chu Kang Road";"1.3717863,103.70532109999999"
"Singapore Old Choa Chu Kang Road";"1.371947,103.72085500000003"
"Singapore Old Choa Chu Kang Road";"1.3749608,103.7164732"
"Singapore Nippon Koi Farm";"1.380575,103.722129"
"Singapore National Institute Of Education";"1.3488363,103.68091129999993"
"Singapore HTA training village";"1.371947,103.72085500000003"
"Singapore Home Team Academy Harmony Hall";"1.371947,103.72085500000003"
"Singapore Home Team Academy Auditorium";"1.371947,103.72085500000003"
"Singapore Aes Tengah Airbase";"1.3866037,103.70801929999993"
" ERROR! Input:Singapore National Police Cadet Corps"
"Singapore Sungei Tengah Dormitory";"1.3139537,103.62574519999998"
" ERROR! Input:Singapore HTA Echo Coy"
"Singapore 40th Battalion Singapore Armoured Regiment (Keat Hong Camp)";"1.3739628,103.71664099999998"
"Singapore HTA Medical Centre";"1.371947,103.72085500000003"
"Singapore Dairy Goat Farm";"1.431605,103.70990010000003"
"Singapore HTA Cafeteria";"1.371947,103.72085500000003"
"Singapore Army Logistics Base";"1.3743136,103.71982780000008"
"Singapore Lim Chu Kang Cemetery";"1.3815149,103.69576729999994"
" ERROR! Input:Singapore Drill shed @ HTA"
"Singapore National Civil Defence Cadet Corps";"1.3727422,103.72307619999992"
" ERROR! Input:Singapore Police Training Command"
"Singapore Police Training Command";"1.371947,103.72085500000003"
"Singapore Home Team Academy Cafeteria";"1.371947,103.72085500000003"
" ERROR! Input:Singapore Delta Coy"
"Singapore Choa Chu Kang Home Team Academy";"1.3727385,103.72196689999998"
"Singapore Bulim, Singapore";"1.3606167,103.70636300000001"
" ERROR! Input:Singapore Keat Hong Camp Braves Coy"
"Singapore KJE";"1.3818671,103.73620929999993"
"Singapore Training Command / Home Team Academy";"1.371947,103.72085500000003"
"Singapore Cemetery @ Old Choa Chu Kang Rd";"1.3724029,103.70086229999993"
" ERROR! Input:Singapore Hta Foxtrot Coy"
" ERROR! Input:Singapore Hta Dojo"
"Singapore Home Team Academy, Bravo Coy.";"1.371947,103.72085500000003"
"Singapore HTA Range Complex";"1.371947,103.72085500000003"
"Singapore Fatcat Ice Cream Bar";"1.3284966,103.93065609999996"
"Singapore Percolate";"1.3281459,103.93522589999998"
"Singapore Bedok Point";"1.3249991,103.93236760000002"
"Singapore Bedok Interchange Hawker Center";"1.3252436,103.93044140000006"
"Singapore Bedok Stadium";"1.3265123,103.93937490000008"
"Singapore Nakhon Kitchen Thai Cuisine";"1.3729397,103.85572320000006"
"Singapore Bedok";"1.3236038,103.92734050000001"
"Singapore Singapore Silat Federation";"1.325558,103.93785600000001"
"Singapore Gymmboxx Bedok Point";"1.3251194,103.9324173"
"Singapore Thai Boat Noodle";"1.325157,103.93235749999997"
"Singapore Bedok Public Library";"1.3268705,103.93081860000007"
"Singapore Bedok North Rd";"1.3306958,103.93057829999998"
"Singapore New Upper Changi Road";"1.3245956,103.93446990000007"
"Singapore Blk 216 Bedok Hawker Centre";"1.3273387,103.93311560000006"
"Singapore Bedok Swimming Complex";"1.3252223,103.93675659999997"
"Singapore Jing Long Seafood Restaurant ?????";"1.3297994,103.93087029999992"
"Singapore Cash Studio Family Karaoke Box";"1.2998582,103.85020359999999"
"Singapore Owl Cafe";"1.338255,103.63636139999994"
"Singapore Anytime Fitness Bedok Central";"1.3264419,103.92999370000007"
"Singapore Nakhon Kitchen @ Bedok North Ave 3";"1.3284093,103.93513940000003"
"Singapore Perses - Singapore Sepaktakraw Federation";"1.325588,103.93786799999998"
"Singapore Kungfu Paradise";"1.299629,103.85430199999996"
"Singapore Manhattan Fish Market";"1.3332036,103.74023149999994"
"Singapore Nangfa Thai Kitchen";"1.3285145,103.93506990000003"
"Singapore Nene Chicken Bedok Mall";"1.3248707,103.92915790000006"
"Singapore Bedok Community Center";"1.3242987,103.93602859999999"
"Singapore Starbucks Singapore";"1.3616635,103.99132259999999"
"Singapore Saizeriya at Bedok Point";"1.3248839,103.932413"
"Singapore Chir Chir Bedok Point";"1.3249813,103.93234719999998"
"Singapore Lantau Island, Hong Kong";"22.2664984,113.94175100000007"
"Singapore The Float Marina Bay";"1.288153,103.85902799999997"
"Singapore Bedok Swimming Complex";"1.3252223,103.93675659999997"
"Singapore Ayam Penyet Ria @ Bedok Point Mall";"1.3250104,103.92964830000005"
"Singapore Collins Grille Bento";"1.3080626,103.8606651"
"Singapore Linear Green @ Bedok Central";"1.325403,103.93343700000003"
"Singapore Bedok Central";"1.3257603,103.93361119999997"
"Singapore McDonalds Bedok Interchange";"1.3243517,103.92933360000006"
"Singapore Ssikkek Korean Bbq - Bedok Point";"1.3249991,103.93236760000002"
"Singapore Sushi Express at Bedok Point";"1.3246254,103.932322"
"Singapore Vista 8";"1.326608,103.94127330000003"
"Singapore Bedok Sports Hall";"1.3263408,103.93776520000006"
"Singapore Gymboxx Bedok";"1.3251194,103.9324173"
"Singapore 5 Senses";"1.3245739,103.93229889999998"
"Singapore Nakhon";"1.3595496,103.88840930000003"
"Singapore Hei Sushi Bedok Point";"1.3249991,103.93236760000002"
"Singapore Singhealth Polyclinics Bedok";"1.325887,103.93166500000007"
"Singapore Sri Bistari Changi Village Bedok North";"1.3280744,103.93011330000002"
"Singapore Bedok Town Centre";"1.3242987,103.93602859999999"
"Singapore Pulau Tekong";"1.4142719,104.03867289999994"
"Singapore Pulau Tekong";"1.4142719,104.03867289999994"
"Singapore Pulau Tekong";"1.4142719,104.03867289999994"
"Singapore Pulau Tekong";"1.4142719,104.03867289999994"
"Singapore ???";"1.352083,103.81983600000001"
"Singapore ????";"1.352083,103.81983600000001"
"Singapore �?o Tekong";"1.4142719,104.03867289999994"
"Singapore Pulau Tekong 100m Range";"1.4142719,104.03867289999994"
"Singapore Pulau Tekong";"1.4142719,104.03867289999994"
"Singapore Pulau Tekong";"1.4142719,104.03867289999994"
"Singapore Tekong";"1.4142719,104.03867289999994"
" ERROR! Input:Singapore Chia Tong Quah Estate, Singapore"
"Singapore Sunday Folks";"1.3116938,103.79681440000002"
"Singapore Chinese Gardens, Singapore";"1.3386111,103.73000000000002"
"Singapore Hatched @ Holland Village";"1.3116908,103.79547500000001"
"Singapore Two Chefs Eating Place";"1.3071705,103.80010620000007"
"Singapore Crystal Jade La Mian Xiao Long Bao";"1.3109762,103.79569509999999"
"Singapore Baker &amp";"1.311288,103.79557199999999"
"Singapore Baker &amp";"1.3315761,103.80756309999992"
" Cook Chip Bee Gardens";"1.3116433,103.79670450000003"
"Singapore P�tissez";"1.3104587,103.79595510000001"
"Singapore Full of Luck Club";"1.3111468,103.79570799999999"
"Singapore Sushi Tei";"1.3036098,103.83504600000003"
"Singapore The Monocle Cafe";"1.3107705,103.796742"
"Singapore Da Paolo Pizza Bar at Holland Village";"1.3117337,103.79678739999997"
"Singapore The Daily Scoop Chip Bee Gardens";"1.310462,103.7964571"
" ERROR! Input:Singapore Smx Convention Center, Sm Mall Of Asia"
"Singapore Starbucks Holland Village";"1.311412,103.79556969999999"
"Singapore Chip Bee Gardens";"1.310805,103.79649900000004"
"Singapore Original Sin Restaurant";"1.311228,103.79654200000004"
"Singapore Bynd Artisan";"1.3118205,103.79684799999995"
"Singapore Holland Close, Singapore";"1.3075302,103.79581719999999"
"Singapore Hoshino Coffee Raffles Holland V";"1.310576,103.79602249999994"
"Singapore ACJC";"1.3031354,103.78510900000003"
"Singapore Churrosity";"1.3109825,103.79577130000007"
"Singapore Crystal Jade ??????? @ Holland Village";"1.3109762,103.79569509999999"
"Singapore Indonesia, Bali";"-8.7881468,115.20968919999996"
"Singapore Parvis at Holland Hill";"1.3104437,103.80074869999999"
"Singapore MELA Food Junction";"1.3069325,103.80037749999997"
"Singapore Da Paolo Gastronomia";"1.3038837,103.83578290000003"
"Singapore Holland Village MRT Station";"1.3111618,103.79612589999999"
"Singapore St James Church, Singapore";"1.3128207,103.79650459999993"
"Singapore Commonwealth Crescent hawker centre";"1.30697,103.80039549999992"
